index,player,kills,deaths,kd,hill_time,team_name,team_score,map_outcome,matchID,map_winner,mode,gametime,match_winner,first_kill,first_death,plant,defuse,captures
6,Owakening,10,4,2.50,,Boston Breach,6,winner,AFBBW1M1, Fortress,SearchandDestroy,7:31,Atlanta FaZe,1,0,0,1,
7,Nero,9,5,1.80,,Boston Breach,6,winner,AFBBW1M1, Fortress,SearchandDestroy,7:31,Atlanta FaZe,2,2,2,0,
0,Cellium,18,15,1.20,,Atlanta FaZe,0,loser,AFBBW1M1, Fortress,Control,9:02,Atlanta FaZe,,,,,0
1,Simp,13,24,0.54,,Atlanta FaZe,0,loser,AFBBW1M1, Fortress,Control,9:02,Atlanta FaZe,,,,,2
2,SlasheR,11,16,0.69,,Atlanta FaZe,0,loser,AFBBW1M1, Fortress,Control,9:02,Atlanta FaZe,,,,,2
3,aBeZy,17,20,0.85,,Atlanta FaZe,0,loser,AFBBW1M1, Fortress,Control,9:02,Atlanta FaZe,,,,,1
4,Vivid,23,20,1.14,,Boston Breach,3,winner,AFBBW1M1, Fortress,Control,9:02,Atlanta FaZe,,,,,3
5,Methodz,21,12,1.75,,Boston Breach,3,winner,AFBBW1M1, Fortress,Control,9:02,Atlanta FaZe,,,,,4
6,Owakening,14,11,1.27,,Boston Breach,3,winner,AFBBW1M1, Fortress,Control,9:02,Atlanta FaZe,,,,,6
7,Nero,17,16,1.06,,Boston Breach,3,winner,AFBBW1M1, Fortress,Control,9:02,Atlanta FaZe,,,,,2
0,Cellium,20,21,0.95,30,Atlanta FaZe,203,loser,AFBBW1M1, Hydro,Hardpoint,10:57,Atlanta FaZe,,,,,
1,Simp,22,20,1.10,37,Atlanta FaZe,203,loser,AFBBW1M1, Hydro,Hardpoint,10:57,Atlanta FaZe,,,,,
2,SlasheR,23,22,1.05,45,Atlanta FaZe,203,loser,AFBBW1M1, Hydro,Hardpoint,10:57,Atlanta FaZe,,,,,
3,aBeZy,23,23,1.00,106,Atlanta FaZe,203,loser,AFBBW1M1, Hydro,Hardpoint,10:57,Atlanta FaZe,,,,,
4,Vivid,25,25,1.00,15,Boston Breach,250,winner,AFBBW1M1, Hydro,Hardpoint,10:57,Atlanta FaZe,,,,,
5,Methodz,19,20,0.95,96,Boston Breach,250,winner,AFBBW1M1, Hydro,Hardpoint,10:57,Atlanta FaZe,,,,,
6,Owakening,27,19,1.42,102,Boston Breach,250,winner,AFBBW1M1, Hydro,Hardpoint,10:57,Atlanta FaZe,,,,,
7,Nero,15,24,0.63,55,Boston Breach,250,winner,AFBBW1M1, Hydro,Hardpoint,10:57,Atlanta FaZe,,,,,
0,Dashy,15,20,0.75,39,OpTic Texas,250,winner,OTMRW1M1, Hydro,Hardpoint,10:41,OpTic Texas,,,,,
1,Scump,27,17,1.59,155,OpTic Texas,250,winner,OTMRW1M1, Hydro,Hardpoint,10:41,OpTic Texas,,,,,
2,Shotzzy,21,21,1.00,36,OpTic Texas,250,winner,OTMRW1M1, Hydro,Hardpoint,10:41,OpTic Texas,,,,,
3,iLLeY,19,20,0.95,45,OpTic Texas,250,winner,OTMRW1M1, Hydro,Hardpoint,10:41,OpTic Texas,,,,,
4,Attach,15,24,0.63,50,Minnesota RØKKR,203,loser,OTMRW1M1, Hydro,Hardpoint,10:41,OpTic Texas,,,,,
5,Afro,23,18,1.28,42,Minnesota RØKKR,203,loser,OTMRW1M1, Hydro,Hardpoint,10:41,OpTic Texas,,,,,
6,Bance,23,21,1.10,68,Minnesota RØKKR,203,loser,OTMRW1M1, Hydro,Hardpoint,10:41,OpTic Texas,,,,,
7,Cammy,17,19,0.89,51,Minnesota RØKKR,203,loser,OTMRW1M1, Hydro,Hardpoint,10:41,OpTic Texas,,,,,
0,Dashy,2,5,0.40,,OpTic Texas,0,loser,OTMRW1M1, Embassy,SearchandDestroy,7:03,OpTic Texas,0,0,0,0,
1,Scump,2,5,0.40,,OpTic Texas,0,loser,OTMRW1M1, Embassy,SearchandDestroy,7:03,OpTic Texas,0,1,0,0,
2,Shotzzy,2,6,0.33,,OpTic Texas,0,loser,OTMRW1M1, Embassy,SearchandDestroy,7:03,OpTic Texas,0,3,2,0,
3,iLLeY,5,6,0.83,,OpTic Texas,0,loser,OTMRW1M1, Embassy,SearchandDestroy,7:03,OpTic Texas,0,2,0,0,
4,Attach,5,3,1.67,,Minnesota RØKKR,6,winner,OTMRW1M1, Embassy,SearchandDestroy,7:03,OpTic Texas,2,0,0,0,
5,Afro,7,4,1.75,,Minnesota RØKKR,6,winner,OTMRW1M1, Embassy,SearchandDestroy,7:03,OpTic Texas,2,0,0,0,
6,Bance,6,2,3.00,,Minnesota RØKKR,6,winner,OTMRW1M1, Embassy,SearchandDestroy,7:03,OpTic Texas,2,0,2,2,
7,Cammy,4,2,2.00,,Minnesota RØKKR,6,winner,OTMRW1M1, Embassy,SearchandDestroy,7:03,OpTic Texas,0,0,1,0,
0,Dashy,17,20,0.85,,OpTic Texas,3,winner,OTMRW1M1, El Asilo,Control,15:59,OpTic Texas,,,,,3
1,Scump,28,20,1.40,,OpTic Texas,3,winner,OTMRW1M1, El Asilo,Control,15:59,OpTic Texas,,,,,7
2,Shotzzy,29,32,0.91,,OpTic Texas,3,winner,OTMRW1M1, El Asilo,Control,15:59,OpTic Texas,,,,,6
3,iLLeY,22,26,0.85,,OpTic Texas,3,winner,OTMRW1M1, El Asilo,Control,15:59,OpTic Texas,,,,,6
4,Attach,24,21,1.13,,Minnesota RØKKR,2,loser,OTMRW1M1, El Asilo,Control,15:59,OpTic Texas,,,,,2
5,Afro,26,23,1.12,,Minnesota RØKKR,2,loser,OTMRW1M1, El Asilo,Control,15:59,OpTic Texas,,,,,3
6,Bance,24,26,0.92,,Minnesota RØKKR,2,loser,OTMRW1M1, El Asilo,Control,15:59,OpTic Texas,,,,,4
7,Cammy,24,26,0.92,,Minnesota RØKKR,2,loser,OTMRW1M1, El Asilo,Control,15:59,OpTic Texas,,,,,5
0,Temp,21,21,1.00,39,Las Vegas Legion,204,loser,LVLLATW1M1, Hotel,Hardpoint,9:57,Las Vegas Legion,,,,,
1,Clayster,23,20,1.14,38,Las Vegas Legion,204,loser,LVLLATW1M1, Hotel,Hardpoint,9:57,Las Vegas Legion,,,,,
2,TJHaly,14,22,0.64,50,Las Vegas Legion,204,loser,LVLLATW1M1, Hotel,Hardpoint,9:57,Las Vegas Legion,,,,,
3,Prolute,21,18,1.17,130,Las Vegas Legion,204,loser,LVLLATW1M1, Hotel,Hardpoint,9:57,Las Vegas Legion,,,,,
4,Envoy,21,23,0.91,38,Los Angeles Thieves,250,winner,LVLLATW1M1, Hotel,Hardpoint,9:57,Las Vegas Legion,,,,,
5,Kenny,22,21,1.05,36,Los Angeles Thieves,250,winner,LVLLATW1M1, Hotel,Hardpoint,9:57,Las Vegas Legion,,,,,
6,Drazah,20,21,0.95,83,Los Angeles Thieves,250,winner,LVLLATW1M1, Hotel,Hardpoint,9:57,Las Vegas Legion,,,,,
7,Octane,18,14,1.29,155,Los Angeles Thieves,250,winner,LVLLATW1M1, Hotel,Hardpoint,9:57,Las Vegas Legion,,,,,
0,Temp,7,4,1.75,,Las Vegas Legion,6,winner,LVLLATW1M1, Fortress,SearchandDestroy,8:10,Las Vegas Legion,1,1,0,0,
1,Clayster,7,5,1.40,,Las Vegas Legion,6,winner,LVLLATW1M1, Fortress,SearchandDestroy,8:10,Las Vegas Legion,1,1,0,0,
2,TJHaly,8,3,2.67,,Las Vegas Legion,6,winner,LVLLATW1M1, Fortress,SearchandDestroy,8:10,Las Vegas Legion,2,0,0,0,
3,Prolute,3,3,1.00,,Las Vegas Legion,6,winner,LVLLATW1M1, Fortress,SearchandDestroy,8:10,Las Vegas Legion,0,2,1,3,
4,Envoy,4,6,0.67,,Los Angeles Thieves,2,loser,LVLLATW1M1, Fortress,SearchandDestroy,8:10,Las Vegas Legion,0,2,1,0,
5,Kenny,2,7,0.28,,Los Angeles Thieves,2,loser,LVLLATW1M1, Fortress,SearchandDestroy,8:10,Las Vegas Legion,2,2,1,0,
6,Drazah,5,6,0.83,,Los Angeles Thieves,2,loser,LVLLATW1M1, Fortress,SearchandDestroy,8:10,Las Vegas Legion,1,0,0,0,
7,Octane,4,6,0.67,,Los Angeles Thieves,2,loser,LVLLATW1M1, Fortress,SearchandDestroy,8:10,Las Vegas Legion,1,0,1,0,
0,Temp,12,16,0.75,,Las Vegas Legion,0,loser,LVLLATW1M1, Hotel,Control,7:52,Las Vegas Legion,,,,,4
1,Clayster,11,21,0.52,,Las Vegas Legion,0,loser,LVLLATW1M1, Hotel,Control,7:52,Las Vegas Legion,,,,,1
2,TJHaly,12,14,0.86,,Las Vegas Legion,0,loser,LVLLATW1M1, Hotel,Control,7:52,Las Vegas Legion,,,,,1
3,Prolute,12,16,0.75,,Las Vegas Legion,0,loser,LVLLATW1M1, Hotel,Control,7:52,Las Vegas Legion,,,,,5
4,Envoy,18,12,1.50,,Los Angeles Thieves,3,winner,LVLLATW1M1, Hotel,Control,7:52,Las Vegas Legion,,,,,1
5,Kenny,21,10,2.10,,Los Angeles Thieves,3,winner,LVLLATW1M1, Hotel,Control,7:52,Las Vegas Legion,,,,,5
6,Drazah,16,15,1.07,,Los Angeles Thieves,3,winner,LVLLATW1M1, Hotel,Control,7:52,Las Vegas Legion,,,,,5
7,Octane,12,10,1.20,,Los Angeles Thieves,3,winner,LVLLATW1M1, Hotel,Control,7:52,Las Vegas Legion,,,,,4
0,Temp,21,21,1.00,80,Las Vegas Legion,198,loser,LVLLATW1M1, Mercado,Hardpoint,10:14,Las Vegas Legion,,,,,
1,Clayster,19,23,0.83,20,Las Vegas Legion,198,loser,LVLLATW1M1, Mercado,Hardpoint,10:14,Las Vegas Legion,,,,,
2,TJHaly,24,24,1.00,50,Las Vegas Legion,198,loser,LVLLATW1M1, Mercado,Hardpoint,10:14,Las Vegas Legion,,,,,
3,Prolute,19,19,1.00,65,Las Vegas Legion,198,loser,LVLLATW1M1, Mercado,Hardpoint,10:14,Las Vegas Legion,,,,,
4,Envoy,19,23,0.83,34,Los Angeles Thieves,250,winner,LVLLATW1M1, Mercado,Hardpoint,10:14,Las Vegas Legion,,,,,
5,Kenny,23,22,1.05,72,Los Angeles Thieves,250,winner,LVLLATW1M1, Mercado,Hardpoint,10:14,Las Vegas Legion,,,,,
6,Drazah,30,18,1.67,63,Los Angeles Thieves,250,winner,LVLLATW1M1, Mercado,Hardpoint,10:14,Las Vegas Legion,,,,,
7,Octane,15,20,0.75,113,Los Angeles Thieves,250,winner,LVLLATW1M1, Mercado,Hardpoint,10:14,Las Vegas Legion,,,,,
0,Sib,24,10,2.40,81,Seattle Surge,250,winner,SSLAGW1M1, Fortress,Hardpoint,8:06,Seattle Surge,,,,,
1,Accuracy,21,15,1.40,58,Seattle Surge,250,winner,SSLAGW1M1, Fortress,Hardpoint,8:06,Seattle Surge,,,,,
2,Mack,13,15,0.87,112,Seattle Surge,250,winner,SSLAGW1M1, Fortress,Hardpoint,8:06,Seattle Surge,,,,,
3,Pred,22,17,1.29,6,Seattle Surge,250,winner,SSLAGW1M1, Fortress,Hardpoint,8:06,Seattle Surge,,,,,
4,Arcitys,15,21,0.71,28,Los Angeles Guerrillas,126,loser,SSLAGW1M1, Fortress,Hardpoint,8:06,Seattle Surge,,,,,
5,Huke,12,20,0.60,70,Los Angeles Guerrillas,126,loser,SSLAGW1M1, Fortress,Hardpoint,8:06,Seattle Surge,,,,,
6,Neptune,15,19,0.79,0,Los Angeles Guerrillas,126,loser,SSLAGW1M1, Fortress,Hardpoint,8:06,Seattle Surge,,,,,
7,Spart,15,20,0.75,36,Los Angeles Guerrillas,126,loser,SSLAGW1M1, Fortress,Hardpoint,8:06,Seattle Surge,,,,,
0,Sib,16,7,2.29,,Seattle Surge,5,loser,SSLAGW1M1, Fortress,SearchandDestroy,11:42,Seattle Surge,1,0,0,0,
1,Accuracy,4,8,0.50,,Seattle Surge,5,loser,SSLAGW1M1, Fortress,SearchandDestroy,11:42,Seattle Surge,1,1,1,0,
2,Mack,8,8,1.00,,Seattle Surge,5,loser,SSLAGW1M1, Fortress,SearchandDestroy,11:42,Seattle Surge,2,2,3,0,
3,Pred,6,9,0.67,,Seattle Surge,5,loser,SSLAGW1M1, Fortress,SearchandDestroy,11:42,Seattle Surge,0,4,0,0,
4,Arcitys,12,7,1.71,,Los Angeles Guerrillas,6,winner,SSLAGW1M1, Fortress,SearchandDestroy,11:42,Seattle Surge,2,1,0,0,
5,Huke,6,10,0.60,,Los Angeles Guerrillas,6,winner,SSLAGW1M1, Fortress,SearchandDestroy,11:42,Seattle Surge,1,1,0,0,
6,Neptune,8,9,0.89,,Los Angeles Guerrillas,6,winner,SSLAGW1M1, Fortress,SearchandDestroy,11:42,Seattle Surge,3,1,3,0,
7,Spart,6,8,0.75,,Los Angeles Guerrillas,6,winner,SSLAGW1M1, Fortress,SearchandDestroy,11:42,Seattle Surge,1,1,1,1,
0,Sib,35,21,1.67,,Seattle Surge,2,loser,SSLAGW1M1, Hotel,Control,14:02,Seattle Surge,,,,,0
1,Accuracy,16,25,0.64,,Seattle Surge,2,loser,SSLAGW1M1, Hotel,Control,14:02,Seattle Surge,,,,,8
2,Mack,25,24,1.04,,Seattle Surge,2,loser,SSLAGW1M1, Hotel,Control,14:02,Seattle Surge,,,,,7
3,Pred,26,25,1.04,,Seattle Surge,2,loser,SSLAGW1M1, Hotel,Control,14:02,Seattle Surge,,,,,0
4,Arcitys,18,30,0.60,,Los Angeles Guerrillas,3,winner,SSLAGW1M1, Hotel,Control,14:02,Seattle Surge,,,,,4
5,Huke,33,25,1.32,,Los Angeles Guerrillas,3,winner,SSLAGW1M1, Hotel,Control,14:02,Seattle Surge,,,,,7
6,Neptune,24,27,0.89,,Los Angeles Guerrillas,3,winner,SSLAGW1M1, Hotel,Control,14:02,Seattle Surge,,,,,7
7,Spart,20,20,1.00,,Los Angeles Guerrillas,3,winner,SSLAGW1M1, Hotel,Control,14:02,Seattle Surge,,,,,11
0,Sib,30,12,2.50,92,Seattle Surge,250,loser,SSLAGW1M1, Hotel,Hardpoint,7:43,Seattle Surge,,,,,
1,Accuracy,14,15,0.93,106,Seattle Surge,250,loser,SSLAGW1M1, Hotel,Hardpoint,7:43,Seattle Surge,,,,,
2,Mack,13,15,0.87,29,Seattle Surge,250,loser,SSLAGW1M1, Hotel,Hardpoint,7:43,Seattle Surge,,,,,
3,Pred,22,11,2.00,43,Seattle Surge,250,loser,SSLAGW1M1, Hotel,Hardpoint,7:43,Seattle Surge,,,,,
4,Arcitys,16,17,0.94,57,Los Angeles Guerrillas,91,winner,SSLAGW1M1, Hotel,Hardpoint,7:43,Seattle Surge,,,,,
5,Huke,16,20,0.80,27,Los Angeles Guerrillas,91,winner,SSLAGW1M1, Hotel,Hardpoint,7:43,Seattle Surge,,,,,
6,Neptune,12,21,0.56,19,Los Angeles Guerrillas,91,winner,SSLAGW1M1, Hotel,Hardpoint,7:43,Seattle Surge,,,,,
7,Spart,9,21,0.43,24,Los Angeles Guerrillas,91,winner,SSLAGW1M1, Hotel,Hardpoint,7:43,Seattle Surge,,,,,
0,Sib,3,7,0.43,,Seattle Surge,2,loser,SSLAGW1M1, Hotel,SearchandDestroy,8:21,Seattle Surge,1,2,1,0,
1,Accuracy,8,6,1.33,,Seattle Surge,2,loser,SSLAGW1M1, Hotel,SearchandDestroy,8:21,Seattle Surge,1,1,0,0,
2,Mack,1,7,0.14,,Seattle Surge,2,loser,SSLAGW1M1, Hotel,SearchandDestroy,8:21,Seattle Surge,0,2,0,0,
3,Pred,5,7,0.71,,Seattle Surge,2,loser,SSLAGW1M1, Hotel,SearchandDestroy,8:21,Seattle Surge,0,1,0,0,
4,Arcitys,7,4,1.75,,Los Angeles Guerrillas,6,winner,SSLAGW1M1, Hotel,SearchandDestroy,8:21,Seattle Surge,3,1,0,1,
5,Huke,8,5,1.60,,Los Angeles Guerrillas,6,winner,SSLAGW1M1, Hotel,SearchandDestroy,8:21,Seattle Surge,3,1,0,0,
6,Neptune,8,3,2.67,,Los Angeles Guerrillas,6,winner,SSLAGW1M1, Hotel,SearchandDestroy,8:21,Seattle Surge,0,0,2,0,
7,Spart,4,5,0.80,,Los Angeles Guerrillas,6,winner,SSLAGW1M1, Hotel,SearchandDestroy,8:21,Seattle Surge,0,0,0,0,
0,Scrappy,31,21,1.48,43,Toronto Ultra,250,winner,TUMRW1M1, Embassy,Hardpoint,9:42,Toronto Ultra,,,,,
1,Insight,13,18,0.72,37,Toronto Ultra,250,winner,TUMRW1M1, Embassy,Hardpoint,9:42,Toronto Ultra,,,,,
2,CleanX,23,21,1.10,60,Toronto Ultra,250,winner,TUMRW1M1, Embassy,Hardpoint,9:42,Toronto Ultra,,,,,
3,Standy,17,14,1.21,165,Toronto Ultra,250,winner,TUMRW1M1, Embassy,Hardpoint,9:42,Toronto Ultra,,,,,
4,Attach,19,17,1.12,116,Minnesota RØKKR,167,loser,TUMRW1M1, Embassy,Hardpoint,9:42,Toronto Ultra,,,,,
5,Afro,18,23,0.78,60,Minnesota RØKKR,167,loser,TUMRW1M1, Embassy,Hardpoint,9:42,Toronto Ultra,,,,,
6,Bance,18,25,0.72,14,Minnesota RØKKR,167,loser,TUMRW1M1, Embassy,Hardpoint,9:42,Toronto Ultra,,,,,
7,Cammy,19,19,1.00,15,Minnesota RØKKR,167,loser,TUMRW1M1, Embassy,Hardpoint,9:42,Toronto Ultra,,,,,
0,Scrappy,11,8,1.38,,Toronto Ultra,4,loser,TUMRW1M1, Hotel,SearchandDestroy,12:23,Toronto Ultra,2,2,1,0,
1,Insight,6,6,1.00,,Toronto Ultra,4,loser,TUMRW1M1, Hotel,SearchandDestroy,12:23,Toronto Ultra,0,1,0,1,
2,CleanX,7,7,1.00,,Toronto Ultra,4,loser,TUMRW1M1, Hotel,SearchandDestroy,12:23,Toronto Ultra,1,2,0,0,
3,Standy,6,9,0.67,,Toronto Ultra,4,loser,TUMRW1M1, Hotel,SearchandDestroy,12:23,Toronto Ultra,0,2,1,0,
4,Attach,2,9,0.22,,Minnesota RØKKR,6,winner,TUMRW1M1, Hotel,SearchandDestroy,12:23,Toronto Ultra,0,1,0,0,
5,Afro,11,5,2.20,,Minnesota RØKKR,6,winner,TUMRW1M1, Hotel,SearchandDestroy,12:23,Toronto Ultra,2,0,0,2,
6,Bance,7,8,0.88,,Minnesota RØKKR,6,winner,TUMRW1M1, Hotel,SearchandDestroy,12:23,Toronto Ultra,2,2,1,0,
7,Cammy,10,8,1.25,,Minnesota RØKKR,6,winner,TUMRW1M1, Hotel,SearchandDestroy,12:23,Toronto Ultra,3,0,1,0,
0,Scrappy,28,26,1.08,,Toronto Ultra,2,loser,TUMRW1M1, El Asilo,Control,14:54,Toronto Ultra,,,,,6
1,Insight,24,24,1.00,,Toronto Ultra,2,loser,TUMRW1M1, El Asilo,Control,14:54,Toronto Ultra,,,,,5
2,CleanX,20,31,0.65,,Toronto Ultra,2,loser,TUMRW1M1, El Asilo,Control,14:54,Toronto Ultra,,,,,2
3,Standy,23,21,1.10,,Toronto Ultra,2,loser,TUMRW1M1, El Asilo,Control,14:54,Toronto Ultra,,,,,5
4,Attach,28,22,1.27,,Minnesota RØKKR,3,winner,TUMRW1M1, El Asilo,Control,14:54,Toronto Ultra,,,,,2
5,Afro,32,24,1.33,,Minnesota RØKKR,3,winner,TUMRW1M1, El Asilo,Control,14:54,Toronto Ultra,,,,,5
6,Bance,16,25,0.64,,Minnesota RØKKR,3,winner,TUMRW1M1, El Asilo,Control,14:54,Toronto Ultra,,,,,10
7,Cammy,26,24,1.08,,Minnesota RØKKR,3,winner,TUMRW1M1, El Asilo,Control,14:54,Toronto Ultra,,,,,6
0,Scrappy,25,27,0.93,89,Toronto Ultra,190,loser,TUMRW1M1, Fortress,Hardpoint,10:58,Toronto Ultra,,,,,
1,Insight,15,24,0.63,37,Toronto Ultra,190,loser,TUMRW1M1, Fortress,Hardpoint,10:58,Toronto Ultra,,,,,
2,CleanX,28,27,1.04,50,Toronto Ultra,190,loser,TUMRW1M1, Fortress,Hardpoint,10:58,Toronto Ultra,,,,,
3,Standy,25,27,0.93,53,Toronto Ultra,190,loser,TUMRW1M1, Fortress,Hardpoint,10:58,Toronto Ultra,,,,,
4,Attach,27,15,1.80,47,Minnesota RØKKR,250,winner,TUMRW1M1, Fortress,Hardpoint,10:58,Toronto Ultra,,,,,
5,Afro,28,22,1.27,76,Minnesota RØKKR,250,winner,TUMRW1M1, Fortress,Hardpoint,10:58,Toronto Ultra,,,,,
6,Bance,22,30,0.73,73,Minnesota RØKKR,250,winner,TUMRW1M1, Fortress,Hardpoint,10:58,Toronto Ultra,,,,,
7,Cammy,28,26,1.08,70,Minnesota RØKKR,250,winner,TUMRW1M1, Fortress,Hardpoint,10:58,Toronto Ultra,,,,,
0,Priestahh,18,23,0.78,100,New York Subliners,244,loser,NYSLRRW1M1, Fortress,Hardpoint,11:04,New York Subliners,,,,,
1,Skyz,26,21,1.24,40,New York Subliners,244,loser,NYSLRRW1M1, Fortress,Hardpoint,11:04,New York Subliners,,,,,
2,Kismet,25,32,0.78,121,New York Subliners,244,loser,NYSLRRW1M1, Fortress,Hardpoint,11:04,New York Subliners,,,,,
3,HyDra,31,25,1.24,7,New York Subliners,244,loser,NYSLRRW1M1, Fortress,Hardpoint,11:04,New York Subliners,,,,,
4,Zer0,26,25,1.04,47,London Royal Ravens,250,winner,NYSLRRW1M1, Fortress,Hardpoint,11:04,New York Subliners,,,,,
5,Nastie,30,23,1.30,36,London Royal Ravens,250,winner,NYSLRRW1M1, Fortress,Hardpoint,11:04,New York Subliners,,,,,
6,Asim,28,26,1.08,30,London Royal Ravens,250,winner,NYSLRRW1M1, Fortress,Hardpoint,11:04,New York Subliners,,,,,
7,PaulEhx,17,26,0.65,139,London Royal Ravens,250,winner,NYSLRRW1M1, Fortress,Hardpoint,11:04,New York Subliners,,,,,
0,Priestahh,4,8,0.50,,New York Subliners,2,loser,NYSLRRW1M1, Hotel,SearchandDestroy,9:21,New York Subliners,0,2,1,0,
1,Skyz,3,7,0.43,,New York Subliners,2,loser,NYSLRRW1M1, Hotel,SearchandDestroy,9:21,New York Subliners,0,1,1,0,
2,Kismet,6,7,0.86,,New York Subliners,2,loser,NYSLRRW1M1, Hotel,SearchandDestroy,9:21,New York Subliners,2,2,0,0,
3,HyDra,5,6,0.83,,New York Subliners,2,loser,NYSLRRW1M1, Hotel,SearchandDestroy,9:21,New York Subliners,0,1,0,1,
4,Zer0,6,5,1.20,,London Royal Ravens,6,winner,NYSLRRW1M1, Hotel,SearchandDestroy,9:21,New York Subliners,0,0,1,1,
5,Nastie,9,4,2.25,,London Royal Ravens,6,winner,NYSLRRW1M1, Hotel,SearchandDestroy,9:21,New York Subliners,2,0,2,0,
6,Asim,8,5,1.60,,London Royal Ravens,6,winner,NYSLRRW1M1, Hotel,SearchandDestroy,9:21,New York Subliners,3,2,1,0,
7,PaulEhx,5,4,1.25,,London Royal Ravens,6,winner,NYSLRRW1M1, Hotel,SearchandDestroy,9:21,New York Subliners,1,0,0,0,
0,Priestahh,12,20,0.60,,New York Subliners,0,loser,NYSLRRW1M1, Hotel,Control,10:06,New York Subliners,,,,,5
1,Skyz,13,15,0.87,,New York Subliners,0,loser,NYSLRRW1M1, Hotel,Control,10:06,New York Subliners,,,,,6
2,Kismet,19,24,0.79,,New York Subliners,0,loser,NYSLRRW1M1, Hotel,Control,10:06,New York Subliners,,,,,5
3,HyDra,19,19,1.00,,New York Subliners,0,loser,NYSLRRW1M1, Hotel,Control,10:06,New York Subliners,,,,,0
4,Zer0,15,14,1.07,,London Royal Ravens,3,winner,NYSLRRW1M1, Hotel,Control,10:06,New York Subliners,,,,,0
5,Nastie,27,16,1.69,,London Royal Ravens,3,winner,NYSLRRW1M1, Hotel,Control,10:06,New York Subliners,,,,,4
6,Asim,16,17,0.94,,London Royal Ravens,3,winner,NYSLRRW1M1, Hotel,Control,10:06,New York Subliners,,,,,1
7,PaulEhx,20,16,1.25,,London Royal Ravens,3,winner,NYSLRRW1M1, Hotel,Control,10:06,New York Subliners,,,,,3
0,Sib,25,22,1.13,50,Seattle Surge,233,loser,SSBBW1M1, Hotel,Hardpoint,10:24,Seattle Surge,,,,,
1,Accuracy,22,24,0.92,140,Seattle Surge,233,loser,SSBBW1M1, Hotel,Hardpoint,10:24,Seattle Surge,,,,,
2,Mack,24,21,1.13,72,Seattle Surge,233,loser,SSBBW1M1, Hotel,Hardpoint,10:24,Seattle Surge,,,,,
3,Pred,20,29,0.69,13,Seattle Surge,233,loser,SSBBW1M1, Hotel,Hardpoint,10:24,Seattle Surge,,,,,
4,Vivid,20,26,0.77,64,Boston Breach,250,winner,SSBBW1M1, Hotel,Hardpoint,10:24,Seattle Surge,,,,,
5,Methodz,15,17,0.88,166,Boston Breach,250,winner,SSBBW1M1, Hotel,Hardpoint,10:24,Seattle Surge,,,,,
6,Owakening,32,23,1.39,15,Boston Breach,250,winner,SSBBW1M1, Hotel,Hardpoint,10:24,Seattle Surge,,,,,
7,Nero,29,25,1.15,38,Boston Breach,250,winner,SSBBW1M1, Hotel,Hardpoint,10:24,Seattle Surge,,,,,
0,Sib,6,10,0.60,,Seattle Surge,4,loser,SSBBW1M1, Fortress,SearchandDestroy,11:42,Seattle Surge,1,1,0,0,
1,Accuracy,3,9,0.33,,Seattle Surge,4,loser,SSBBW1M1, Fortress,SearchandDestroy,11:42,Seattle Surge,0,1,1,0,
