index,player,kills,deaths,kd,hill_time,team_name,team_score,map_outcome,matchID,map_winner,mode,gametime,match_winner,first_kill,first_death,plant,defuse,captures
6,2ReaL,32,21,1.52,,Las Vegas Legion,3,winner,LATLVLW1M3, Hotel,Control,15:40,Los Angeles Thieves,,,,,8
7,Clayster,29,30,0.97,,Las Vegas Legion,3,winner,LATLVLW1M3, Hotel,Control,15:40,Los Angeles Thieves,,,,,4
0,Octane,13,26,0.50,21,Los Angeles Thieves,201,loser,LATLVLW1M3, Embassy,Hardpoint,10:54,Los Angeles Thieves,,,,,
1,Drazah,25,23,1.09,75,Los Angeles Thieves,201,loser,LATLVLW1M3, Embassy,Hardpoint,10:54,Los Angeles Thieves,,,,,
2,Kenny,20,27,0.74,23,Los Angeles Thieves,201,loser,LATLVLW1M3, Embassy,Hardpoint,10:54,Los Angeles Thieves,,,,,
3,Envoy,20,28,0.71,107,Los Angeles Thieves,201,loser,LATLVLW1M3, Embassy,Hardpoint,10:54,Los Angeles Thieves,,,,,
4,TJHaLy,22,19,1.15,54,Las Vegas Legion,250,winner,LATLVLW1M3, Embassy,Hardpoint,10:54,Los Angeles Thieves,,,,,
5,Temp,24,20,1.20,31,Las Vegas Legion,250,winner,LATLVLW1M3, Embassy,Hardpoint,10:54,Los Angeles Thieves,,,,,
6,2ReaL,26,17,1.53,101,Las Vegas Legion,250,winner,LATLVLW1M3, Embassy,Hardpoint,10:54,Los Angeles Thieves,,,,,
7,Clayster,32,23,1.39,77,Las Vegas Legion,250,winner,LATLVLW1M3, Embassy,Hardpoint,10:54,Los Angeles Thieves,,,,,
0,Bance,31,25,1.24,84,Minnesota RØKKR,250,winner,MRNYSW1M3, Fortress,Hardpoint,11:05,Minnesota RØKKR,,,,,
1,Afro,25,22,1.13,67,Minnesota RØKKR,250,winner,MRNYSW1M3, Fortress,Hardpoint,11:05,Minnesota RØKKR,,,,,
2,Attach,21,21,1.00,95,Minnesota RØKKR,250,winner,MRNYSW1M3, Fortress,Hardpoint,11:05,Minnesota RØKKR,,,,,
3,Cammy,23,26,0.88,47,Minnesota RØKKR,250,winner,MRNYSW1M3, Fortress,Hardpoint,11:05,Minnesota RØKKR,,,,,
4,Priestahh,23,28,0.82,26,New York Subliners,206,loser,MRNYSW1M3, Fortress,Hardpoint,11:05,Minnesota RØKKR,,,,,
5,KiSMET,24,30,0.80,67,New York Subliners,206,loser,MRNYSW1M3, Fortress,Hardpoint,11:05,Minnesota RØKKR,,,,,
6,Skyz,20,18,1.11,69,New York Subliners,206,loser,MRNYSW1M3, Fortress,Hardpoint,11:05,Minnesota RØKKR,,,,,
7,HyDra,27,24,1.12,55,New York Subliners,206,loser,MRNYSW1M3, Fortress,Hardpoint,11:05,Minnesota RØKKR,,,,,
0,Bance,3,7,0.43,,Minnesota RØKKR,1,loser,MRNYSW1M3, Mercado,SearchandDestroy,7:02,Minnesota RØKKR,3,2,0,0,
1,Afro,5,7,0.71,,Minnesota RØKKR,1,loser,MRNYSW1M3, Mercado,SearchandDestroy,7:02,Minnesota RØKKR,0,1,0,0,
2,Attach,5,7,0.71,,Minnesota RØKKR,1,loser,MRNYSW1M3, Mercado,SearchandDestroy,7:02,Minnesota RØKKR,0,0,0,0,
3,Cammy,2,6,0.33,,Minnesota RØKKR,1,loser,MRNYSW1M3, Mercado,SearchandDestroy,7:02,Minnesota RØKKR,0,1,1,0,
4,Priestahh,6,4,1.50,,New York Subliners,6,winner,MRNYSW1M3, Mercado,SearchandDestroy,7:02,Minnesota RØKKR,2,1,0,0,
5,KiSMET,8,2,4.00,,New York Subliners,6,winner,MRNYSW1M3, Mercado,SearchandDestroy,7:02,Minnesota RØKKR,0,0,3,0,
6,Skyz,9,2,4.50,,New York Subliners,6,winner,MRNYSW1M3, Mercado,SearchandDestroy,7:02,Minnesota RØKKR,1,0,0,0,
7,HyDra,4,7,0.56,,New York Subliners,6,winner,MRNYSW1M3, Mercado,SearchandDestroy,7:02,Minnesota RØKKR,1,2,0,0,
0,Bance,20,25,0.80,,Minnesota RØKKR,1,loser,MRNYSW1M3, Fortress,Control,10:51,Minnesota RØKKR,,,,,1
1,Afro,12,26,0.46,,Minnesota RØKKR,1,loser,MRNYSW1M3, Fortress,Control,10:51,Minnesota RØKKR,,,,,3
2,Attach,21,22,0.95,,Minnesota RØKKR,1,loser,MRNYSW1M3, Fortress,Control,10:51,Minnesota RØKKR,,,,,0
3,Cammy,19,20,0.95,,Minnesota RØKKR,1,loser,MRNYSW1M3, Fortress,Control,10:51,Minnesota RØKKR,,,,,2
4,Priestahh,17,22,0.77,,New York Subliners,3,winner,MRNYSW1M3, Fortress,Control,10:51,Minnesota RØKKR,,,,,3
5,KiSMET,21,17,1.24,,New York Subliners,3,winner,MRNYSW1M3, Fortress,Control,10:51,Minnesota RØKKR,,,,,2
6,Skyz,21,15,1.40,,New York Subliners,3,winner,MRNYSW1M3, Fortress,Control,10:51,Minnesota RØKKR,,,,,3
7,HyDra,34,18,1.89,,New York Subliners,3,winner,MRNYSW1M3, Fortress,Control,10:51,Minnesota RØKKR,,,,,0
0,Bance,22,30,0.73,57,Minnesota RØKKR,250,winner,MRNYSW1M3, Hotel,Hardpoint,11:04,Minnesota RØKKR,,,,,
1,Afro,19,23,0.83,28,Minnesota RØKKR,250,winner,MRNYSW1M3, Hotel,Hardpoint,11:04,Minnesota RØKKR,,,,,
2,Attach,21,16,1.31,77,Minnesota RØKKR,250,winner,MRNYSW1M3, Hotel,Hardpoint,11:04,Minnesota RØKKR,,,,,
3,Cammy,31,14,2.21,151,Minnesota RØKKR,250,winner,MRNYSW1M3, Hotel,Hardpoint,11:04,Minnesota RØKKR,,,,,
4,Priestahh,20,22,0.91,51,New York Subliners,227,loser,MRNYSW1M3, Hotel,Hardpoint,11:04,Minnesota RØKKR,,,,,
5,KiSMET,24,18,1.33,98,New York Subliners,227,loser,MRNYSW1M3, Hotel,Hardpoint,11:04,Minnesota RØKKR,,,,,
6,Skyz,19,23,0.83,73,New York Subliners,227,loser,MRNYSW1M3, Hotel,Hardpoint,11:04,Minnesota RØKKR,,,,,
7,HyDra,20,30,0.67,44,New York Subliners,227,loser,MRNYSW1M3, Hotel,Hardpoint,11:04,Minnesota RØKKR,,,,,
0,Bance,7,8,0.88,,Minnesota RØKKR,5,loser,MRNYSW1M3, Fortress,SearchandDestroy,12:52,Minnesota RØKKR,2,1,0,0,
1,Afro,3,9,0.33,,Minnesota RØKKR,5,loser,MRNYSW1M3, Fortress,SearchandDestroy,12:52,Minnesota RØKKR,0,3,1,0,
2,Attach,12,7,1.71,,Minnesota RØKKR,5,loser,MRNYSW1M3, Fortress,SearchandDestroy,12:52,Minnesota RØKKR,2,1,2,0,
3,Cammy,4,10,0.40,,Minnesota RØKKR,5,loser,MRNYSW1M3, Fortress,SearchandDestroy,12:52,Minnesota RØKKR,0,2,2,1,
4,Priestahh,8,7,1.13,,New York Subliners,6,winner,MRNYSW1M3, Fortress,SearchandDestroy,12:52,Minnesota RØKKR,2,1,1,0,
5,KiSMET,5,7,0.71,,New York Subliners,6,winner,MRNYSW1M3, Fortress,SearchandDestroy,12:52,Minnesota RØKKR,1,1,3,0,
6,Skyz,6,7,0.86,,New York Subliners,6,winner,MRNYSW1M3, Fortress,SearchandDestroy,12:52,Minnesota RØKKR,0,1,0,1,
7,HyDra,15,6,2.50,,New York Subliners,6,winner,MRNYSW1M3, Fortress,SearchandDestroy,12:52,Minnesota RØKKR,4,1,0,0,
0,Vivid,23,28,0.82,53,Boston Breach,227,loser,BBTUW1M3, Fortress,Hardpoint,11:27,Boston Breach,,,,,
1,Beans,19,29,0.66,72,Boston Breach,227,loser,BBTUW1M3, Fortress,Hardpoint,11:27,Boston Breach,,,,,
2,Owakening,30,21,1.43,23,Boston Breach,227,loser,BBTUW1M3, Fortress,Hardpoint,11:27,Boston Breach,,,,,
3,Nero,29,26,1.12,94,Boston Breach,227,loser,BBTUW1M3, Fortress,Hardpoint,11:27,Boston Breach,,,,,
4,Scrappy,34,23,1.48,90,Toronto Ultra,250,winner,BBTUW1M3, Fortress,Hardpoint,11:27,Boston Breach,,,,,
5,Insight,23,23,1.00,104,Toronto Ultra,250,winner,BBTUW1M3, Fortress,Hardpoint,11:27,Boston Breach,,,,,
6,CleanX,28,32,0.88,32,Toronto Ultra,250,winner,BBTUW1M3, Fortress,Hardpoint,11:27,Boston Breach,,,,,
7,Standy,19,23,0.83,49,Toronto Ultra,250,winner,BBTUW1M3, Fortress,Hardpoint,11:27,Boston Breach,,,,,
0,Vivid,8,4,2.00,,Boston Breach,6,winner,BBTUW1M3, Hotel,SearchandDestroy,10:04,Boston Breach,3,0,0,0,
1,Beans,7,5,1.40,,Boston Breach,6,winner,BBTUW1M3, Hotel,SearchandDestroy,10:04,Boston Breach,2,0,1,1,
2,Owakening,6,5,1.20,,Boston Breach,6,winner,BBTUW1M3, Hotel,SearchandDestroy,10:04,Boston Breach,0,0,0,0,
3,Nero,7,8,0.88,,Boston Breach,6,winner,BBTUW1M3, Hotel,SearchandDestroy,10:04,Boston Breach,1,3,1,0,
4,Scrappy,6,8,0.75,,Toronto Ultra,3,loser,BBTUW1M3, Hotel,SearchandDestroy,10:04,Boston Breach,0,1,0,0,
5,Insight,7,6,1.17,,Toronto Ultra,3,loser,BBTUW1M3, Hotel,SearchandDestroy,10:04,Boston Breach,0,1,0,1,
6,CleanX,3,7,0.43,,Toronto Ultra,3,loser,BBTUW1M3, Hotel,SearchandDestroy,10:04,Boston Breach,1,2,1,0,
7,Standy,6,7,0.86,,Toronto Ultra,3,loser,BBTUW1M3, Hotel,SearchandDestroy,10:04,Boston Breach,2,2,0,0,
0,Vivid,17,24,0.71,,Boston Breach,3,winner,BBTUW1M3, Fortress,Control,10:14,Boston Breach,,,,,2
1,Beans,19,22,0.86,,Boston Breach,3,winner,BBTUW1M3, Fortress,Control,10:14,Boston Breach,,,,,0
2,Owakening,23,17,1.35,,Boston Breach,3,winner,BBTUW1M3, Fortress,Control,10:14,Boston Breach,,,,,0
3,Nero,25,29,0.86,,Boston Breach,3,winner,BBTUW1M3, Fortress,Control,10:14,Boston Breach,,,,,2
4,Scrappy,28,18,1.56,,Toronto Ultra,2,loser,BBTUW1M3, Fortress,Control,10:14,Boston Breach,,,,,3
5,Insight,16,23,0.70,,Toronto Ultra,2,loser,BBTUW1M3, Fortress,Control,10:14,Boston Breach,,,,,2
6,CleanX,28,22,1.27,,Toronto Ultra,2,loser,BBTUW1M3, Fortress,Control,10:14,Boston Breach,,,,,1
7,Standy,20,21,0.95,,Toronto Ultra,2,loser,BBTUW1M3, Fortress,Control,10:14,Boston Breach,,,,,0
0,Vivid,27,30,0.90,71,Boston Breach,250,winner,BBTUW1M3, Hotel,Hardpoint,12:07,Boston Breach,,,,,
1,Beans,12,28,0.43,63,Boston Breach,250,winner,BBTUW1M3, Hotel,Hardpoint,12:07,Boston Breach,,,,,
2,Owakening,28,21,1.33,76,Boston Breach,250,winner,BBTUW1M3, Hotel,Hardpoint,12:07,Boston Breach,,,,,
3,Nero,29,25,1.15,82,Boston Breach,250,winner,BBTUW1M3, Hotel,Hardpoint,12:07,Boston Breach,,,,,
4,Scrappy,27,23,1.17,145,Toronto Ultra,242,loser,BBTUW1M3, Hotel,Hardpoint,12:07,Boston Breach,,,,,
5,Insight,26,20,1.30,57,Toronto Ultra,242,loser,BBTUW1M3, Hotel,Hardpoint,12:07,Boston Breach,,,,,
6,CleanX,30,27,1.11,38,Toronto Ultra,242,loser,BBTUW1M3, Hotel,Hardpoint,12:07,Boston Breach,,,,,
7,Standy,21,26,0.81,56,Toronto Ultra,242,loser,BBTUW1M3, Hotel,Hardpoint,12:07,Boston Breach,,,,,
0,Vivid,28,22,1.27,89,Boston Breach,250,winner,BBLRRW1M3, Hotel,Hardpoint,10:58,Boston Breach,,,,,
1,Beans,26,22,1.18,104,Boston Breach,250,winner,BBLRRW1M3, Hotel,Hardpoint,10:58,Boston Breach,,,,,
2,Owakening,12,18,0.67,52,Boston Breach,250,winner,BBLRRW1M3, Hotel,Hardpoint,10:58,Boston Breach,,,,,
3,Nero,23,28,0.82,57,Boston Breach,250,winner,BBLRRW1M3, Hotel,Hardpoint,10:58,Boston Breach,,,,,
4,PaulEhx,21,22,0.95,103,London Royal Ravens,248,loser,BBLRRW1M3, Hotel,Hardpoint,10:58,Boston Breach,,,,,
5,Nastie,28,22,1.27,78,London Royal Ravens,248,loser,BBLRRW1M3, Hotel,Hardpoint,10:58,Boston Breach,,,,,
6,Asim,23,23,1.00,46,London Royal Ravens,248,loser,BBLRRW1M3, Hotel,Hardpoint,10:58,Boston Breach,,,,,
7,Skrapz,18,22,0.82,61,London Royal Ravens,248,loser,BBLRRW1M3, Hotel,Hardpoint,10:58,Boston Breach,,,,,
0,Vivid,9,7,1.29,,Boston Breach,2,loser,BBLRRW1M3, Hotel,SearchandDestroy,8:18,Boston Breach,1,0,0,0,
1,Beans,4,6,0.67,,Boston Breach,2,loser,BBLRRW1M3, Hotel,SearchandDestroy,8:18,Boston Breach,3,0,1,0,
2,Owakening,4,6,0.67,,Boston Breach,2,loser,BBLRRW1M3, Hotel,SearchandDestroy,8:18,Boston Breach,1,1,0,0,
3,Nero,6,7,0.86,,Boston Breach,2,loser,BBLRRW1M3, Hotel,SearchandDestroy,8:18,Boston Breach,1,1,1,0,
4,PaulEhx,5,7,0.71,,London Royal Ravens,6,winner,BBLRRW1M3, Hotel,SearchandDestroy,8:18,Boston Breach,0,3,1,0,
5,Nastie,7,5,1.40,,London Royal Ravens,6,winner,BBLRRW1M3, Hotel,SearchandDestroy,8:18,Boston Breach,0,1,1,0,
6,Asim,4,6,0.67,,London Royal Ravens,6,winner,BBLRRW1M3, Hotel,SearchandDestroy,8:18,Boston Breach,1,0,0,1,
7,Skrapz,10,5,2.00,,London Royal Ravens,6,winner,BBLRRW1M3, Hotel,SearchandDestroy,8:18,Boston Breach,1,2,0,0,
0,Vivid,10,14,0.71,,Boston Breach,3,winner,BBLRRW1M3, El Asilo,Control,8:28,Boston Breach,,,,,5
1,Beans,14,7,2.00,,Boston Breach,3,winner,BBLRRW1M3, El Asilo,Control,8:28,Boston Breach,,,,,1
2,Owakening,16,7,2.29,,Boston Breach,3,winner,BBLRRW1M3, El Asilo,Control,8:28,Boston Breach,,,,,6
3,Nero,22,13,1.69,,Boston Breach,3,winner,BBLRRW1M3, El Asilo,Control,8:28,Boston Breach,,,,,5
4,PaulEhx,9,17,0.53,,London Royal Ravens,0,loser,BBLRRW1M3, El Asilo,Control,8:28,Boston Breach,,,,,4
5,Nastie,13,15,0.87,,London Royal Ravens,0,loser,BBLRRW1M3, El Asilo,Control,8:28,Boston Breach,,,,,3
6,Asim,11,14,0.79,,London Royal Ravens,0,loser,BBLRRW1M3, El Asilo,Control,8:28,Boston Breach,,,,,4
7,Skrapz,8,16,0.50,,London Royal Ravens,0,loser,BBLRRW1M3, El Asilo,Control,8:28,Boston Breach,,,,,2
0,Vivid,14,27,0.52,9,Boston Breach,184,loser,BBLRRW1M3, Mercado,Hardpoint,9:53,Boston Breach,,,,,
1,Beans,20,18,1.11,66,Boston Breach,184,loser,BBLRRW1M3, Mercado,Hardpoint,9:53,Boston Breach,,,,,
2,Owakening,15,17,0.88,45,Boston Breach,184,loser,BBLRRW1M3, Mercado,Hardpoint,9:53,Boston Breach,,,,,
3,Nero,15,23,0.65,70,Boston Breach,184,loser,BBLRRW1M3, Mercado,Hardpoint,9:53,Boston Breach,,,,,
4,PaulEhx,19,17,1.12,96,London Royal Ravens,250,winner,BBLRRW1M3, Mercado,Hardpoint,9:53,Boston Breach,,,,,
5,Nastie,20,14,1.43,87,London Royal Ravens,250,winner,BBLRRW1M3, Mercado,Hardpoint,9:53,Boston Breach,,,,,
6,Asim,23,18,1.28,15,London Royal Ravens,250,winner,BBLRRW1M3, Mercado,Hardpoint,9:53,Boston Breach,,,,,
7,Skrapz,23,15,1.53,81,London Royal Ravens,250,winner,BBLRRW1M3, Mercado,Hardpoint,9:53,Boston Breach,,,,,
0,Vivid,4,5,0.80,,Boston Breach,6,winner,BBLRRW1M3, Embassy,SearchandDestroy,7:12,Boston Breach,0,1,1,0,
1,Beans,10,3,3.33,,Boston Breach,6,winner,BBLRRW1M3, Embassy,SearchandDestroy,7:12,Boston Breach,1,0,0,0,
2,Owakening,5,3,1.67,,Boston Breach,6,winner,BBLRRW1M3, Embassy,SearchandDestroy,7:12,Boston Breach,0,0,0,0,
3,Nero,6,6,1.00,,Boston Breach,6,winner,BBLRRW1M3, Embassy,SearchandDestroy,7:12,Boston Breach,3,3,0,0,
4,PaulEhx,4,6,0.67,,London Royal Ravens,2,loser,BBLRRW1M3, Embassy,SearchandDestroy,7:12,Boston Breach,1,3,0,0,
5,Nastie,5,6,0.83,,London Royal Ravens,2,loser,BBLRRW1M3, Embassy,SearchandDestroy,7:12,Boston Breach,2,1,0,0,
6,Asim,3,7,0.43,,London Royal Ravens,2,loser,BBLRRW1M3, Embassy,SearchandDestroy,7:12,Boston Breach,1,0,0,0,
7,Skrapz,5,6,0.83,,London Royal Ravens,2,loser,BBLRRW1M3, Embassy,SearchandDestroy,7:12,Boston Breach,0,0,0,0,
0,Capsidal,22,28,0.79,54,Florida Mutineers,176,loser,FMAFW1M3, Embassy,Hardpoint,11:02,Florida Mutineers,,,,,
1,Havok,22,25,0.88,61,Florida Mutineers,176,loser,FMAFW1M3, Embassy,Hardpoint,11:02,Florida Mutineers,,,,,
2,Brack,15,18,0.83,63,Florida Mutineers,176,loser,FMAFW1M3, Embassy,Hardpoint,11:02,Florida Mutineers,,,,,
3,FeLo,24,19,1.26,44,Florida Mutineers,176,loser,FMAFW1M3, Embassy,Hardpoint,11:02,Florida Mutineers,,,,,
4,Cellium,24,18,1.33,33,Atlanta FaZe,250,winner,FMAFW1M3, Embassy,Hardpoint,11:02,Florida Mutineers,,,,,
5,Simp,23,19,1.21,118,Atlanta FaZe,250,winner,FMAFW1M3, Embassy,Hardpoint,11:02,Florida Mutineers,,,,,
6,aBeZy,19,24,0.79,38,Atlanta FaZe,250,winner,FMAFW1M3, Embassy,Hardpoint,11:02,Florida Mutineers,,,,,
7,SlasheR,24,22,1.09,88,Atlanta FaZe,250,winner,FMAFW1M3, Embassy,Hardpoint,11:02,Florida Mutineers,,,,,
0,Capsidal,2,6,0.33,,Florida Mutineers,1,loser,FMAFW1M3, El Asilo,SearchandDestroy,9:29,Florida Mutineers,0,1,0,0,
1,Havok,4,6,0.67,,Florida Mutineers,1,loser,FMAFW1M3, El Asilo,SearchandDestroy,9:29,Florida Mutineers,2,2,1,0,
2,Brack,3,4,0.75,,Florida Mutineers,1,loser,FMAFW1M3, El Asilo,SearchandDestroy,9:29,Florida Mutineers,0,0,1,1,
3,FeLo,7,6,1.17,,Florida Mutineers,1,loser,FMAFW1M3, El Asilo,SearchandDestroy,9:29,Florida Mutineers,1,1,0,0,
4,Cellium,2,5,0.40,,Atlanta FaZe,6,winner,FMAFW1M3, El Asilo,SearchandDestroy,9:29,Florida Mutineers,1,1,0,1,
5,Simp,2,5,0.40,,Atlanta FaZe,6,winner,FMAFW1M3, El Asilo,SearchandDestroy,9:29,Florida Mutineers,1,1,3,0,
6,aBeZy,7,3,2.33,,Atlanta FaZe,6,winner,FMAFW1M3, El Asilo,SearchandDestroy,9:29,Florida Mutineers,0,1,1,0,
7,SlasheR,11,3,3.67,,Atlanta FaZe,6,winner,FMAFW1M3, El Asilo,SearchandDestroy,9:29,Florida Mutineers,2,0,0,1,
0,Capsidal,10,14,0.71,,Florida Mutineers,0,loser,FMAFW1M3, El Asilo,Control,6:07,Florida Mutineers,,,,,0
1,Havok,8,13,0.62,,Florida Mutineers,0,loser,FMAFW1M3, El Asilo,Control,6:07,Florida Mutineers,,,,,0
2,Brack,7,11,0.64,,Florida Mutineers,0,loser,FMAFW1M3, El Asilo,Control,6:07,Florida Mutineers,,,,,0
3,FeLo,5,13,0.38,,Florida Mutineers,0,loser,FMAFW1M3, El Asilo,Control,6:07,Florida Mutineers,,,,,0
4,Cellium,9,9,1.00,,Atlanta FaZe,3,winner,FMAFW1M3, El Asilo,Control,6:07,Florida Mutineers,,,,,1
5,Simp,10,10,1.00,,Atlanta FaZe,3,winner,FMAFW1M3, El Asilo,Control,6:07,Florida Mutineers,,,,,9
6,aBeZy,15,5,3.00,,Atlanta FaZe,3,winner,FMAFW1M3, El Asilo,Control,6:07,Florida Mutineers,,,,,9
7,SlasheR,17,6,2.83,,Atlanta FaZe,3,winner,FMAFW1M3, El Asilo,Control,6:07,Florida Mutineers,,,,,8
0,Assault,12,19,0.63,23,Los Angeles Guerrillas,127,loser,LAGOTW1M3, Hotel,Hardpoint,8:21,Los Angeles Guerrillas,,,,,
1,Exceed,22,15,1.47,27,Los Angeles Guerrillas,127,loser,LAGOTW1M3, Hotel,Hardpoint,8:21,Los Angeles Guerrillas,,,,,
2,JoeDeceives,6,17,0.35,35,Los Angeles Guerrillas,127,loser,LAGOTW1M3, Hotel,Hardpoint,8:21,Los Angeles Guerrillas,,,,,
3,Arcitys,12,19,0.63,54,Los Angeles Guerrillas,127,loser,LAGOTW1M3, Hotel,Hardpoint,8:21,Los Angeles Guerrillas,,,,,
4,Ghosty,18,12,1.50,133,OpTic Texas,250,winner,LAGOTW1M3, Hotel,Hardpoint,8:21,Los Angeles Guerrillas,,,,,
5,Shotzzy,17,15,1.12,79,OpTic Texas,250,winner,LAGOTW1M3, Hotel,Hardpoint,8:21,Los Angeles Guerrillas,,,,,
6,Dashy,15,12,1.25,101,OpTic Texas,250,winner,LAGOTW1M3, Hotel,Hardpoint,8:21,Los Angeles Guerrillas,,,,,
7,Huke,20,13,1.54,60,OpTic Texas,250,winner,LAGOTW1M3, Hotel,Hardpoint,8:21,Los Angeles Guerrillas,,,,,
0,Assault,7,7,1.00,,Los Angeles Guerrillas,6,winner,LAGOTW1M3, Mercado,SearchandDestroy,8:47,Los Angeles Guerrillas,1,0,1,0,
1,Exceed,12,7,1.71,,Los Angeles Guerrillas,6,winner,LAGOTW1M3, Mercado,SearchandDestroy,8:47,Los Angeles Guerrillas,1,1,0,0,
2,JoeDeceives,7,6,1.17,,Los Angeles Guerrillas,6,winner,LAGOTW1M3, Mercado,SearchandDestroy,8:47,Los Angeles Guerrillas,1,2,1,0,
3,Arcitys,8,6,1.33,,Los Angeles Guerrillas,6,winner,LAGOTW1M3, Mercado,SearchandDestroy,8:47,Los Angeles Guerrillas,2,2,0,0,
4,Ghosty,5,8,0.63,,OpTic Texas,4,loser,LAGOTW1M3, Mercado,SearchandDestroy,8:47,Los Angeles Guerrillas,0,0,0,0,
5,Shotzzy,7,8,0.88,,OpTic Texas,4,loser,LAGOTW1M3, Mercado,SearchandDestroy,8:47,Los Angeles Guerrillas,3,4,0,0,
6,Dashy,6,9,0.67,,OpTic Texas,4,loser,LAGOTW1M3, Mercado,SearchandDestroy,8:47,Los Angeles Guerrillas,0,0,0,0,
7,Huke,8,9,0.89,,OpTic Texas,4,loser,LAGOTW1M3, Mercado,SearchandDestroy,8:47,Los Angeles Guerrillas,2,1,0,0,
0,Assault,20,18,1.11,,Los Angeles Guerrillas,3,winner,LAGOTW1M3, El Asilo,Control,13:02,Los Angeles Guerrillas,,,,,5
1,Exceed,21,29,0.72,,Los Angeles Guerrillas,3,winner,LAGOTW1M3, El Asilo,Control,13:02,Los Angeles Guerrillas,,,,,3
2,JoeDeceives,27,24,1.12,,Los Angeles Guerrillas,3,winner,LAGOTW1M3, El Asilo,Control,13:02,Los Angeles Guerrillas,,,,,1
3,Arcitys,20,15,1.33,,Los Angeles Guerrillas,3,winner,LAGOTW1M3, El Asilo,Control,13:02,Los Angeles Guerrillas,,,,,2
4,Ghosty,23,22,1.05,,OpTic Texas,2,loser,LAGOTW1M3, El Asilo,Control,13:02,Los Angeles Guerrillas,,,,,3
5,Shotzzy,22,20,1.10,,OpTic Texas,2,loser,LAGOTW1M3, El Asilo,Control,13:02,Los Angeles Guerrillas,,,,,4
6,Dashy,19,22,0.86,,OpTic Texas,2,loser,LAGOTW1M3, El Asilo,Control,13:02,Los Angeles Guerrillas,,,,,2
