gameMap,gameMode,id,programId,firstName,lastName,alias,headshot,socialNetworkHandles,averageSpeed,highestStreak,untradedKills,untradedDeaths,tradedKills,tradedDeaths,inapplicableTradedKills,inapplicableTradedDeaths,damageTaken,damageHealed,tacticalsUsed,lethalsUsed,percentTimeMoving,deadSilenceTime,hillTime,contestedHillTime,esportsTournamentId,totalKills,totalDeaths,totalAssists,totalScore,totalShotsFired,totalShotsHit,totalShotsHead,totalDamageDealt,friendDamage,totalTimeAlive,totalDistanceTraveled,highestMultikill,totalAces,totalInVictimFovKills,totalDefuserKills,totalFirstBloodKills,totalLongshotKills,totalPlanterKills,totalPointblankKills,totalRevengeKills,totalRotationKills,totalInAttackerFovKills,totalWallbangKills,killDeathRatio,calculatedHillTime,objective1Time,objective2Time,objective3Time,objective4Time,objective5Time,team_type,oppo_abbrev,abbrev,team_id,bombsPlanted,bombsDefused,sneakDefuses,totalObjectivesCaptured,objectiveTiersContributed,matchGame.id,matchGame.matchId,matchGame.number,matchGame.createdAt,matchGame.updatedAt,matchGame.gameMap.Version,matchGame.gameMap.locale,matchGame.gameMap.uid,matchGame.gameMap.InProgress,matchGame.gameMap.abbreviatedName,matchGame.gameMap.createdAt,matchGame.gameMap.createdBy,matchGame.gameMap.description,matchGame.gameMap.desktopImage.src,matchGame.gameMap.displayName,matchGame.gameMap.mapId,matchGame.gameMap.mobileImage.src,matchGame.gameMap.shareStatsImage.src,matchGame.gameMap.tags,matchGame.gameMap.title,matchGame.gameMap.updatedAt,matchGame.gameMap.updatedBy,matchGame.gameMap.publishDetails.environment,matchGame.gameMap.publishDetails.locale,matchGame.gameMap.publishDetails.time,matchGame.gameMap.publishDetails.user,matchGameResult.hostGameScore,matchGameResult.guestGameScore,matchGameResult.winnerTeamId,matchGameResult.loserTeamId,homeTeamGamesWon,awayTeamGamesWon,winnerTeamId,loserTeamId,matchDate
Al Bagra Fortress,CDL Hardpoint,44,2,Obaid,Asim,Asim,https://www.callofduty.com/content/dam/activision/in-game-asset/callofduty/cdl/en/headshots/44.png,"[{'socialNetworkType': 'TWITTER', 'handle': 'https://twitter.com/GstaAsim'}]",193.05299377441406,5,26,23,13,7,0,0,3731,719,27,23,99,153,8.0,1.0,"1.0,2,8770,13953,0",39,30,5,4380,530,172,20,4237,2,591664,90044.5078125,0,0,33,0,0,0,0,1,9,7,39,2,1.30,00:00,00:00,00:00,00:00,00:00,00:00,host,BOS,LDN,10,,,,,,20032,8770,0,1665871040,1680895592,3,en-us,blt1921fb6f5c8e1e1f,False,Al Bagra Fortress,2022-11-09T00:52:47.185Z,blt85aae568f2119ad8,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt6271c32b88793372/636c14ebb81bb7383c9983de/cdl-map-256_al_abgra_fortress.webp?auto=webp,Al Bagra Fortress,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt024c3bc6e6612639/636c1510a1e3093bbef755b0/cdl-map-600_al_abrgra_fortress.webp?auto=webp,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt9a4a86be9875f920/636c1e3e5c8aab3d41e7a5a6/cdl-1920_0000_Al_Abgra_Fortress.jpg?auto=webp,[],Al Bagra Fortress,2022-11-09T21:43:30.365Z,blt42192c9dc0a8617f,blt32369acdba41f6a8,en-us,2022-12-05T10:03:45.339Z,blte5475d8d4c1a4efe,250.0,216.0,10.0,138.0,1,3,138,10,2023-04-02T23:54:45.240Z
Al Bagra Fortress,CDL Hardpoint,227,2,Joseph,Conley,Owakening,https://www.callofduty.com/content/dam/activision/in-game-asset/callofduty/cdl/en/headshots/227.png,[],159.09429931640625,5,22,20,6,5,0,0,3074,520,16,15,95,0,62.0,0.0,"1.0,2,8770,13953,0",28,25,12,4195,423,126,14,3253,32,611888,74064.125,0,0,22,0,0,2,0,0,6,4,28,1,1.12,00:00,00:00,00:00,00:00,00:00,00:00,guest,LDN,BOS,138,,,,,,20032,8770,0,1665871040,1680895592,3,en-us,blt1921fb6f5c8e1e1f,False,Al Bagra Fortress,2022-11-09T00:52:47.185Z,blt85aae568f2119ad8,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt6271c32b88793372/636c14ebb81bb7383c9983de/cdl-map-256_al_abgra_fortress.webp?auto=webp,Al Bagra Fortress,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt024c3bc6e6612639/636c1510a1e3093bbef755b0/cdl-map-600_al_abrgra_fortress.webp?auto=webp,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt9a4a86be9875f920/636c1e3e5c8aab3d41e7a5a6/cdl-1920_0000_Al_Abgra_Fortress.jpg?auto=webp,[],Al Bagra Fortress,2022-11-09T21:43:30.365Z,blt42192c9dc0a8617f,blt32369acdba41f6a8,en-us,2022-12-05T10:03:45.339Z,blte5475d8d4c1a4efe,250.0,216.0,10.0,138.0,1,3,138,10,2023-04-02T23:54:45.240Z
Al Bagra Fortress,CDL Hardpoint,102,2,Matthew,Marshall,Skrapz,https://www.callofduty.com/content/dam/activision/in-game-asset/callofduty/cdl/en/headshots/102.png,"[{'socialNetworkType': 'TWITTER', 'handle': 'https://twitter.com/skrapzg'}, {'socialNetworkType': 'TWITCH', 'handle': 'https://www.twitch.tv/skrapz'}]",136.87786865234375,6,28,15,7,10,0,0,3254,660,15,15,92,0,86.0,0.0,"1.0,2,8770,13953,0",35,25,7,5310,630,144,15,4022,2,614368,58641.69921875,0,0,30,0,0,1,0,0,8,4,35,2,1.40,00:00,00:00,00:00,00:00,00:00,00:00,host,BOS,LDN,10,,,,,,20032,8770,0,1665871040,1680895592,3,en-us,blt1921fb6f5c8e1e1f,False,Al Bagra Fortress,2022-11-09T00:52:47.185Z,blt85aae568f2119ad8,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt6271c32b88793372/636c14ebb81bb7383c9983de/cdl-map-256_al_abgra_fortress.webp?auto=webp,Al Bagra Fortress,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt024c3bc6e6612639/636c1510a1e3093bbef755b0/cdl-map-600_al_abrgra_fortress.webp?auto=webp,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt9a4a86be9875f920/636c1e3e5c8aab3d41e7a5a6/cdl-1920_0000_Al_Abgra_Fortress.jpg?auto=webp,[],Al Bagra Fortress,2022-11-09T21:43:30.365Z,blt42192c9dc0a8617f,blt32369acdba41f6a8,en-us,2022-12-05T10:03:45.339Z,blte5475d8d4c1a4efe,250.0,216.0,10.0,138.0,1,3,138,10,2023-04-02T23:54:45.240Z
Al Bagra Fortress,CDL Hardpoint,430,2,Dylan,Koch,Nero,https://www.callofduty.com/content/dam/activision/in-game-asset/callofduty/cdl/en/headshots/430.png,[],196.39071655273438,7,21,26,7,7,0,0,3860,524,24,20,95,118,103.0,2.0,"1.0,2,8770,13953,0",28,33,8,4955,468,137,14,3382,79,571792,87212.5546875,0,0,23,0,0,1,0,0,6,6,27,0,0.85,00:00,00:00,00:00,00:00,00:00,00:00,guest,LDN,BOS,138,,,,,,20032,8770,0,1665871040,1680895592,3,en-us,blt1921fb6f5c8e1e1f,False,Al Bagra Fortress,2022-11-09T00:52:47.185Z,blt85aae568f2119ad8,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt6271c32b88793372/636c14ebb81bb7383c9983de/cdl-map-256_al_abgra_fortress.webp?auto=webp,Al Bagra Fortress,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt024c3bc6e6612639/636c1510a1e3093bbef755b0/cdl-map-600_al_abrgra_fortress.webp?auto=webp,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt9a4a86be9875f920/636c1e3e5c8aab3d41e7a5a6/cdl-1920_0000_Al_Abgra_Fortress.jpg?auto=webp,[],Al Bagra Fortress,2022-11-09T21:43:30.365Z,blt42192c9dc0a8617f,blt32369acdba41f6a8,en-us,2022-12-05T10:03:45.339Z,blte5475d8d4c1a4efe,250.0,216.0,10.0,138.0,1,3,138,10,2023-04-02T23:54:45.240Z
Al Bagra Fortress,CDL Hardpoint,426,2,Byron,Plumridge,Nastie,https://www.callofduty.com/content/dam/activision/in-game-asset/callofduty/cdl/en/headshots/426.png,[],164.2959747314453,5,15,17,8,11,0,0,3246,416,10,11,91,0,95.0,3.0,"1.0,2,8770,13953,0",23,28,11,4840,394,113,8,3083,0,551616,73042.109375,0,0,22,0,0,1,0,0,3,3,23,0,0.82,00:00,00:00,00:00,00:00,00:00,00:00,host,BOS,LDN,10,,,,,,20032,8770,0,1665871040,1680895592,3,en-us,blt1921fb6f5c8e1e1f,False,Al Bagra Fortress,2022-11-09T00:52:47.185Z,blt85aae568f2119ad8,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt6271c32b88793372/636c14ebb81bb7383c9983de/cdl-map-256_al_abgra_fortress.webp?auto=webp,Al Bagra Fortress,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt024c3bc6e6612639/636c1510a1e3093bbef755b0/cdl-map-600_al_abrgra_fortress.webp?auto=webp,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt9a4a86be9875f920/636c1e3e5c8aab3d41e7a5a6/cdl-1920_0000_Al_Abgra_Fortress.jpg?auto=webp,[],Al Bagra Fortress,2022-11-09T21:43:30.365Z,blt42192c9dc0a8617f,blt32369acdba41f6a8,en-us,2022-12-05T10:03:45.339Z,blte5475d8d4c1a4efe,250.0,216.0,10.0,138.0,1,3,138,10,2023-04-02T23:54:45.240Z
Al Bagra Fortress,CDL Hardpoint,528,2,Ben,McMellon,Beans,https://www.callofduty.com/content/dam/activision/in-game-asset/callofduty/cdl/en/headshots/528.png,[],163.59469604492188,3,13,12,10,15,0,0,3467,687,20,13,92,0,19.0,0.0,"1.0,2,8770,13953,0",23,27,7,3140,530,118,11,3030,2,596688,74683.3828125,0,0,20,0,1,1,0,0,5,5,23,2,0.85,00:00,00:00,00:00,00:00,00:00,00:00,guest,LDN,BOS,138,,,,,,20032,8770,0,1665871040,1680895592,3,en-us,blt1921fb6f5c8e1e1f,False,Al Bagra Fortress,2022-11-09T00:52:47.185Z,blt85aae568f2119ad8,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt6271c32b88793372/636c14ebb81bb7383c9983de/cdl-map-256_al_abgra_fortress.webp?auto=webp,Al Bagra Fortress,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt024c3bc6e6612639/636c1510a1e3093bbef755b0/cdl-map-600_al_abrgra_fortress.webp?auto=webp,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt9a4a86be9875f920/636c1e3e5c8aab3d41e7a5a6/cdl-1920_0000_Al_Abgra_Fortress.jpg?auto=webp,[],Al Bagra Fortress,2022-11-09T21:43:30.365Z,blt42192c9dc0a8617f,blt32369acdba41f6a8,en-us,2022-12-05T10:03:45.339Z,blte5475d8d4c1a4efe,250.0,216.0,10.0,138.0,1,3,138,10,2023-04-02T23:54:45.240Z
Al Bagra Fortress,CDL Hardpoint,549,2,Ulisses ,Rios,Uli,https://telescope.callofduty.com/ts/codp/content/cdl/en/headshots/549.png,[],163.0635986328125,3,14,20,10,7,0,0,3120,263,22,15,87,87,65.0,3.0,"1.0,2,8770,13953,0",24,27,6,4000,411,129,16,3200,33,549232,70399.46875,0,0,21,0,0,0,0,0,5,6,24,1,0.89,00:00,00:00,00:00,00:00,00:00,00:00,host,BOS,LDN,10,,,,,,20032,8770,0,1665871040,1680895592,3,en-us,blt1921fb6f5c8e1e1f,False,Al Bagra Fortress,2022-11-09T00:52:47.185Z,blt85aae568f2119ad8,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt6271c32b88793372/636c14ebb81bb7383c9983de/cdl-map-256_al_abgra_fortress.webp?auto=webp,Al Bagra Fortress,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt024c3bc6e6612639/636c1510a1e3093bbef755b0/cdl-map-600_al_abrgra_fortress.webp?auto=webp,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt9a4a86be9875f920/636c1e3e5c8aab3d41e7a5a6/cdl-1920_0000_Al_Abgra_Fortress.jpg?auto=webp,[],Al Bagra Fortress,2022-11-09T21:43:30.365Z,blt42192c9dc0a8617f,blt32369acdba41f6a8,en-us,2022-12-05T10:03:45.339Z,blte5475d8d4c1a4efe,250.0,216.0,10.0,138.0,1,3,138,10,2023-04-02T23:54:45.240Z
Al Bagra Fortress,CDL Hardpoint,576,2,Kyle,Haworth,Kremp,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/bltba385d0631e29571/5de53306dc2ac60d1dd158bc/Default_Player_Headshot.png?auto=webp,[],188.1558837890625,3,19,25,12,11,0,0,4254,525,5,9,97,198,69.0,4.0,"1.0,2,8770,13953,0",31,36,6,5215,526,153,14,3649,0,550816,85402.0859375,0,0,25,0,0,0,0,0,8,6,31,0,0.86,00:00,00:00,00:00,00:00,00:00,00:00,guest,LDN,BOS,138,,,,,,20032,8770,0,1665871040,1680895592,3,en-us,blt1921fb6f5c8e1e1f,False,Al Bagra Fortress,2022-11-09T00:52:47.185Z,blt85aae568f2119ad8,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt6271c32b88793372/636c14ebb81bb7383c9983de/cdl-map-256_al_abgra_fortress.webp?auto=webp,Al Bagra Fortress,Al Bagra Fortress,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt024c3bc6e6612639/636c1510a1e3093bbef755b0/cdl-map-600_al_abrgra_fortress.webp?auto=webp,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt9a4a86be9875f920/636c1e3e5c8aab3d41e7a5a6/cdl-1920_0000_Al_Abgra_Fortress.jpg?auto=webp,[],Al Bagra Fortress,2022-11-09T21:43:30.365Z,blt42192c9dc0a8617f,blt32369acdba41f6a8,en-us,2022-12-05T10:03:45.339Z,blte5475d8d4c1a4efe,250.0,216.0,10.0,138.0,1,3,138,10,2023-04-02T23:54:45.240Z
El Asilo,CDL SnD,44,2,Obaid,Asim,Asim,https://www.callofduty.com/content/dam/activision/in-game-asset/callofduty/cdl/en/headshots/44.png,"[{'socialNetworkType': 'TWITTER', 'handle': 'https://twitter.com/GstaAsim'}]",108.56596374511719,2,6,3,0,3,0,2,1066,266,7,8,73,75,,,"1.0,2,8770,13954,1",6,8,3,700,133,31,7,885,0,554608,57827.86328125,0,0,5,0,2,0,0,1,0,0,6,0,0.75,00:00,00:00,00:00,00:00,00:00,00:00,host,BOS,LDN,10,0.0,0.0,0.0,,,20033,8770,1,1665871040,1680896753,4,en-us,blta8928236fa0d4ea2,False,El Asilo,2022-11-09T00:53:24.477Z,blt85aae568f2119ad8,El Asilo,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt31d8c1188b5333ef/636c14ebabdffc469fad2165/cdl-map-256_el_asilo.webp?auto=webp,El Asilo,El Asilo,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/bltcabe75e11354a884/636c15106f39e752dc3938c8/cdl-map-600_el_asilo.webp?auto=webp,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt5a879ec84cdcbeae/636c1e3fa1e3093bbef755c0/cdl-1920_0006_El_Asilo.jpg?auto=webp,[],El Asilo,2022-11-09T21:44:50.211Z,blt42192c9dc0a8617f,blt32369acdba41f6a8,en-us,2022-12-05T10:02:49.938Z,blte5475d8d4c1a4efe,3.0,6.0,138.0,10.0,1,3,138,10,2023-04-02T23:54:45.240Z
El Asilo,CDL SnD,227,2,Joseph,Conley,Owakening,https://www.callofduty.com/content/dam/activision/in-game-asset/callofduty/cdl/en/headshots/227.png,[],122.5412368774414,4,6,3,1,0,1,1,690,290,9,3,87,63,,,"1.0,2,8770,13954,1",8,4,2,750,194,50,1,1309,0,666880,65901.65625,0,1,7,0,0,2,0,0,0,0,8,0,2.00,00:00,00:00,00:00,00:00,00:00,00:00,guest,LDN,BOS,138,0.0,0.0,0.0,,,20033,8770,1,1665871040,1680896753,4,en-us,blta8928236fa0d4ea2,False,El Asilo,2022-11-09T00:53:24.477Z,blt85aae568f2119ad8,El Asilo,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt31d8c1188b5333ef/636c14ebabdffc469fad2165/cdl-map-256_el_asilo.webp?auto=webp,El Asilo,El Asilo,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/bltcabe75e11354a884/636c15106f39e752dc3938c8/cdl-map-600_el_asilo.webp?auto=webp,https://images.blz-contentstack.com/v3/assets/blta7b34f1f894a2422/blt5a879ec84cdcbeae/636c1e3fa1e3093bbef755c0/cdl-1920_0006_El_Asilo.jpg?auto=webp,[],El Asilo,2022-11-09T21:44:50.211Z,blt42192c9dc0a8617f,blt32369acdba41f6a8,en-us,2022-12-05T10:02:49.938Z,blte5475d8d4c1a4efe,3.0,6.0,138.0,10.0,1,3,138,10,2023-04-02T23:54:45.240Z
