index,player,kills,deaths,kd,hill_time,team_name,team_score,map_outcome,matchID,map_winner,mode,gametime,match_winner,first_kill,first_death,plant,defuse,captures
2,Bance,9,4,2.25,,Minnesota RØKKR,6,winner,MRAFW2M2, Hotel,SearchandDestroy,11:00,Minnesota RØKKR,1,1,0,0,
3,Cammy,6,4,1.50,,Minnesota RØKKR,6,winner,MRAFW2M2, Hotel,SearchandDestroy,11:00,Minnesota RØKKR,0,1,4,0,
4,Cellium,3,7,0.43,,Atlanta FaZe,3,loser,MRAFW2M2, Hotel,SearchandDestroy,11:00,Minnesota RØKKR,0,0,0,0,
5,Simp,9,7,1.29,,Atlanta FaZe,3,loser,MRAFW2M2, Hotel,SearchandDestroy,11:00,Minnesota RØKKR,3,0,0,0,
6,aBeZy,6,8,0.75,,Atlanta FaZe,3,loser,MRAFW2M2, Hotel,SearchandDestroy,11:00,Minnesota RØKKR,2,2,0,0,
7,SlasheR,1,6,0.17,,Atlanta FaZe,3,loser,MRAFW2M2, Hotel,SearchandDestroy,11:00,Minnesota RØKKR,0,2,1,0,
0,Attach,19,18,1.06,,Minnesota RØKKR,3,winner,MRAFW2M2, Fortress,Control,12:51,Minnesota RØKKR,,,,,3
1,Afro,31,19,1.63,,Minnesota RØKKR,3,winner,MRAFW2M2, Fortress,Control,12:51,Minnesota RØKKR,,,,,2
2,Bance,23,25,0.92,,Minnesota RØKKR,3,winner,MRAFW2M2, Fortress,Control,12:51,Minnesota RØKKR,,,,,1
3,Cammy,25,25,1.00,,Minnesota RØKKR,3,winner,MRAFW2M2, Fortress,Control,12:51,Minnesota RØKKR,,,,,2
4,Cellium,20,18,1.11,,Atlanta FaZe,2,loser,MRAFW2M2, Fortress,Control,12:51,Minnesota RØKKR,,,,,3
5,Simp,21,27,0.78,,Atlanta FaZe,2,loser,MRAFW2M2, Fortress,Control,12:51,Minnesota RØKKR,,,,,3
6,aBeZy,26,29,0.90,,Atlanta FaZe,2,loser,MRAFW2M2, Fortress,Control,12:51,Minnesota RØKKR,,,,,2
7,SlasheR,20,24,0.83,,Atlanta FaZe,2,loser,MRAFW2M2, Fortress,Control,12:51,Minnesota RØKKR,,,,,0
0,Temp,19,25,0.76,14,Las Vegas Legion,202,loser,LVLLRRW2M2, Mercado,Hardpoint,10:32,Las Vegas Legion,,,,,
1,Clayster,14,30,0.47,46,Las Vegas Legion,202,loser,LVLLRRW2M2, Mercado,Hardpoint,10:32,Las Vegas Legion,,,,,
2,TJHaly,16,27,0.59,41,Las Vegas Legion,202,loser,LVLLRRW2M2, Mercado,Hardpoint,10:32,Las Vegas Legion,,,,,
3,Prolute,26,17,1.53,106,Las Vegas Legion,202,loser,LVLLRRW2M2, Mercado,Hardpoint,10:32,Las Vegas Legion,,,,,
4,PaulEhx,25,21,1.19,21,London Royal Ravens,250,winner,LVLLRRW2M2, Mercado,Hardpoint,10:32,Las Vegas Legion,,,,,
5,Nastie,23,16,1.44,62,London Royal Ravens,250,winner,LVLLRRW2M2, Mercado,Hardpoint,10:32,Las Vegas Legion,,,,,
6,Asim,21,24,0.88,96,London Royal Ravens,250,winner,LVLLRRW2M2, Mercado,Hardpoint,10:32,Las Vegas Legion,,,,,
7,Skrapz,30,14,2.14,111,London Royal Ravens,250,winner,LVLLRRW2M2, Mercado,Hardpoint,10:32,Las Vegas Legion,,,,,
0,Temp,5,5,1.00,,Las Vegas Legion,6,winner,LVLLRRW2M2, Mercado,SearchandDestroy,8:35,Las Vegas Legion,1,3,0,0,
1,Clayster,5,6,0.83,,Las Vegas Legion,6,winner,LVLLRRW2M2, Mercado,SearchandDestroy,8:35,Las Vegas Legion,0,0,0,0,
2,TJHaly,11,4,2.75,,Las Vegas Legion,6,winner,LVLLRRW2M2, Mercado,SearchandDestroy,8:35,Las Vegas Legion,3,0,1,1,
3,Prolute,2,6,0.33,,Las Vegas Legion,6,winner,LVLLRRW2M2, Mercado,SearchandDestroy,8:35,Las Vegas Legion,1,0,0,0,
4,PaulEhx,4,6,0.67,,London Royal Ravens,2,loser,LVLLRRW2M2, Mercado,SearchandDestroy,8:35,Las Vegas Legion,1,0,0,0,
5,Nastie,6,6,1.00,,London Royal Ravens,2,loser,LVLLRRW2M2, Mercado,SearchandDestroy,8:35,Las Vegas Legion,1,2,0,0,
6,Asim,2,6,0.33,,London Royal Ravens,2,loser,LVLLRRW2M2, Mercado,SearchandDestroy,8:35,Las Vegas Legion,0,3,1,0,
7,Skrapz,9,5,1.80,,London Royal Ravens,2,loser,LVLLRRW2M2, Mercado,SearchandDestroy,8:35,Las Vegas Legion,1,0,0,0,
0,Temp,30,21,1.43,,Las Vegas Legion,1,loser,LVLLRRW2M2, Hotel,Control,13:58,Las Vegas Legion,,,,,5
1,Clayster,16,30,0.53,,Las Vegas Legion,1,loser,LVLLRRW2M2, Hotel,Control,13:58,Las Vegas Legion,,,,,4
2,TJHaly,26,26,1.00,,Las Vegas Legion,1,loser,LVLLRRW2M2, Hotel,Control,13:58,Las Vegas Legion,,,,,7
3,Prolute,18,25,0.72,,Las Vegas Legion,1,loser,LVLLRRW2M2, Hotel,Control,13:58,Las Vegas Legion,,,,,11
4,PaulEhx,30,26,1.14,,London Royal Ravens,3,winner,LVLLRRW2M2, Hotel,Control,13:58,Las Vegas Legion,,,,,7
5,Nastie,21,23,0.91,,London Royal Ravens,3,winner,LVLLRRW2M2, Hotel,Control,13:58,Las Vegas Legion,,,,,4
6,Asim,24,23,1.04,,London Royal Ravens,3,winner,LVLLRRW2M2, Hotel,Control,13:58,Las Vegas Legion,,,,,7
7,Skrapz,27,18,1.50,,London Royal Ravens,3,winner,LVLLRRW2M2, Hotel,Control,13:58,Las Vegas Legion,,,,,7
0,Temp,25,18,1.39,35,Las Vegas Legion,200,loser,LVLLRRW2M2, Hydro,Hardpoint,10:38,Las Vegas Legion,,,,,
1,Clayster,20,24,0.83,22,Las Vegas Legion,200,loser,LVLLRRW2M2, Hydro,Hardpoint,10:38,Las Vegas Legion,,,,,
2,TJHaly,15,25,0.60,52,Las Vegas Legion,200,loser,LVLLRRW2M2, Hydro,Hardpoint,10:38,Las Vegas Legion,,,,,
3,Prolute,16,22,0.73,104,Las Vegas Legion,200,loser,LVLLRRW2M2, Hydro,Hardpoint,10:38,Las Vegas Legion,,,,,
4,PaulEhx,20,20,1.00,67,London Royal Ravens,250,winner,LVLLRRW2M2, Hydro,Hardpoint,10:38,Las Vegas Legion,,,,,
5,Nastie,22,18,1.22,96,London Royal Ravens,250,winner,LVLLRRW2M2, Hydro,Hardpoint,10:38,Las Vegas Legion,,,,,
6,Asim,18,21,0.86,55,London Royal Ravens,250,winner,LVLLRRW2M2, Hydro,Hardpoint,10:38,Las Vegas Legion,,,,,
7,Skrapz,29,17,1.71,63,London Royal Ravens,250,winner,LVLLRRW2M2, Hydro,Hardpoint,10:38,Las Vegas Legion,,,,,
0,Assault,21,17,1.24,111,Los Angeles Guerrillas,250,winner,LAGMRW2M2, Hydro,Hardpoint,9:54,Los Angeles Guerrillas,,,,,
1,Exceed,16,20,0.80,32,Los Angeles Guerrillas,250,winner,LAGMRW2M2, Hydro,Hardpoint,9:54,Los Angeles Guerrillas,,,,,
2,JoeDeceives,17,21,0.81,113,Los Angeles Guerrillas,250,winner,LAGMRW2M2, Hydro,Hardpoint,9:54,Los Angeles Guerrillas,,,,,
3,Arcitys,30,14,2.14,9,Los Angeles Guerrillas,250,winner,LAGMRW2M2, Hydro,Hardpoint,9:54,Los Angeles Guerrillas,,,,,
4,Attach,19,20,0.95,60,Minnesota RØKKR,163,loser,LAGMRW2M2, Hydro,Hardpoint,9:54,Los Angeles Guerrillas,,,,,
5,Afro,16,23,0.70,34,Minnesota RØKKR,163,loser,LAGMRW2M2, Hydro,Hardpoint,9:54,Los Angeles Guerrillas,,,,,
6,Bance,18,21,0.86,43,Minnesota RØKKR,163,loser,LAGMRW2M2, Hydro,Hardpoint,9:54,Los Angeles Guerrillas,,,,,
7,Cammy,19,20,0.95,29,Minnesota RØKKR,163,loser,LAGMRW2M2, Hydro,Hardpoint,9:54,Los Angeles Guerrillas,,,,,
0,Assault,11,4,2.75,,Los Angeles Guerrillas,6,winner,LAGMRW2M2, Fortress,SearchandDestroy,11:36,Los Angeles Guerrillas,1,0,0,0,
1,Exceed,7,7,1.00,,Los Angeles Guerrillas,6,winner,LAGMRW2M2, Fortress,SearchandDestroy,11:36,Los Angeles Guerrillas,0,1,0,0,
2,JoeDeceives,5,7,0.71,,Los Angeles Guerrillas,6,winner,LAGMRW2M2, Fortress,SearchandDestroy,11:36,Los Angeles Guerrillas,1,2,1,2,
3,Arcitys,6,7,0.86,,Los Angeles Guerrillas,6,winner,LAGMRW2M2, Fortress,SearchandDestroy,11:36,Los Angeles Guerrillas,2,3,0,1,
4,Attach,2,7,0.28,,Minnesota RØKKR,4,loser,LAGMRW2M2, Fortress,SearchandDestroy,11:36,Los Angeles Guerrillas,1,0,0,0,
5,Afro,8,8,1.00,,Minnesota RØKKR,4,loser,LAGMRW2M2, Fortress,SearchandDestroy,11:36,Los Angeles Guerrillas,2,2,0,0,
6,Bance,10,6,1.67,,Minnesota RØKKR,4,loser,LAGMRW2M2, Fortress,SearchandDestroy,11:36,Los Angeles Guerrillas,1,1,0,0,
7,Cammy,5,8,0.63,,Minnesota RØKKR,4,loser,LAGMRW2M2, Fortress,SearchandDestroy,11:36,Los Angeles Guerrillas,2,1,4,0,
0,Assault,20,25,0.80,,Los Angeles Guerrillas,2,loser,LAGMRW2M2, Hotel,Control,15:04,Los Angeles Guerrillas,,,,,5
1,Exceed,26,31,0.84,,Los Angeles Guerrillas,2,loser,LAGMRW2M2, Hotel,Control,15:04,Los Angeles Guerrillas,,,,,6
2,JoeDeceives,23,25,0.92,,Los Angeles Guerrillas,2,loser,LAGMRW2M2, Hotel,Control,15:04,Los Angeles Guerrillas,,,,,4
3,Arcitys,27,31,0.87,,Los Angeles Guerrillas,2,loser,LAGMRW2M2, Hotel,Control,15:04,Los Angeles Guerrillas,,,,,3
4,Attach,26,25,1.04,,Minnesota RØKKR,3,winner,LAGMRW2M2, Hotel,Control,15:04,Los Angeles Guerrillas,,,,,3
5,Afro,28,24,1.17,,Minnesota RØKKR,3,winner,LAGMRW2M2, Hotel,Control,15:04,Los Angeles Guerrillas,,,,,6
6,Bance,29,21,1.38,,Minnesota RØKKR,3,winner,LAGMRW2M2, Hotel,Control,15:04,Los Angeles Guerrillas,,,,,9
7,Cammy,29,26,1.12,,Minnesota RØKKR,3,winner,LAGMRW2M2, Hotel,Control,15:04,Los Angeles Guerrillas,,,,,5
0,Cellium,21,20,1.05,39,Atlanta FaZe,150,loser,AFNYSW2M2, Hotel,Hardpoint,9:58,Atlanta FaZe,,,,,
1,Simp,11,23,0.48,105,Atlanta FaZe,150,loser,AFNYSW2M2, Hotel,Hardpoint,9:58,Atlanta FaZe,,,,,
2,aBeZy,24,24,1.00,41,Atlanta FaZe,150,loser,AFNYSW2M2, Hotel,Hardpoint,9:58,Atlanta FaZe,,,,,
3,SlasheR,18,26,0.69,18,Atlanta FaZe,150,loser,AFNYSW2M2, Hotel,Hardpoint,9:58,Atlanta FaZe,,,,,
4,KiSMET,21,20,1.05,140,New York Subliners,250,winner,AFNYSW2M2, Hotel,Hardpoint,9:58,Atlanta FaZe,,,,,
5,Priestahh,29,17,1.71,35,New York Subliners,250,winner,AFNYSW2M2, Hotel,Hardpoint,9:58,Atlanta FaZe,,,,,
6,Skyz,15,20,0.75,65,New York Subliners,250,winner,AFNYSW2M2, Hotel,Hardpoint,9:58,Atlanta FaZe,,,,,
7,HyDra,28,17,1.65,46,New York Subliners,250,winner,AFNYSW2M2, Hotel,Hardpoint,9:58,Atlanta FaZe,,,,,
0,Cellium,6,6,1.00,,Atlanta FaZe,6,winner,AFNYSW2M2, Fortress,SearchandDestroy,9:40,Atlanta FaZe,0,1,1,0,
1,Simp,10,6,1.67,,Atlanta FaZe,6,winner,AFNYSW2M2, Fortress,SearchandDestroy,9:40,Atlanta FaZe,2,1,0,0,
2,aBeZy,11,5,2.20,,Atlanta FaZe,6,winner,AFNYSW2M2, Fortress,SearchandDestroy,9:40,Atlanta FaZe,3,3,2,1,
3,SlasheR,6,7,0.86,,Atlanta FaZe,6,winner,AFNYSW2M2, Fortress,SearchandDestroy,9:40,Atlanta FaZe,0,0,0,0,
4,KiSMET,6,7,0.86,,New York Subliners,4,loser,AFNYSW2M2, Fortress,SearchandDestroy,9:40,Atlanta FaZe,2,4,1,0,
5,Priestahh,6,8,0.75,,New York Subliners,4,loser,AFNYSW2M2, Fortress,SearchandDestroy,9:40,Atlanta FaZe,1,1,1,1,
6,Skyz,6,8,0.75,,New York Subliners,4,loser,AFNYSW2M2, Fortress,SearchandDestroy,9:40,Atlanta FaZe,0,0,1,0,
7,HyDra,6,10,0.60,,New York Subliners,4,loser,AFNYSW2M2, Fortress,SearchandDestroy,9:40,Atlanta FaZe,2,0,0,0,
0,Cellium,21,14,1.50,,Atlanta FaZe,3,winner,AFNYSW2M2, Hotel,Control,16:18,Atlanta FaZe,,,,,5
1,Simp,31,30,1.03,,Atlanta FaZe,3,winner,AFNYSW2M2, Hotel,Control,16:18,Atlanta FaZe,,,,,3
2,aBeZy,34,26,1.31,,Atlanta FaZe,3,winner,AFNYSW2M2, Hotel,Control,16:18,Atlanta FaZe,,,,,2
3,SlasheR,25,24,1.04,,Atlanta FaZe,3,winner,AFNYSW2M2, Hotel,Control,16:18,Atlanta FaZe,,,,,5
4,KiSMET,21,28,0.75,,New York Subliners,2,loser,AFNYSW2M2, Hotel,Control,16:18,Atlanta FaZe,,,,,8
5,Priestahh,26,28,0.93,,New York Subliners,2,loser,AFNYSW2M2, Hotel,Control,16:18,Atlanta FaZe,,,,,9
6,Skyz,25,28,0.89,,New York Subliners,2,loser,AFNYSW2M2, Hotel,Control,16:18,Atlanta FaZe,,,,,4
7,HyDra,22,27,0.81,,New York Subliners,2,loser,AFNYSW2M2, Hotel,Control,16:18,Atlanta FaZe,,,,,2
0,Cellium,13,20,0.65,12,Atlanta FaZe,96,winner,AFNYSW2M2, Hydro,Hardpoint,9:51,Atlanta FaZe,,,,,
1,Simp,17,23,0.74,18,Atlanta FaZe,96,winner,AFNYSW2M2, Hydro,Hardpoint,9:51,Atlanta FaZe,,,,,
2,aBeZy,19,21,0.90,42,Atlanta FaZe,96,winner,AFNYSW2M2, Hydro,Hardpoint,9:51,Atlanta FaZe,,,,,
3,SlasheR,14,25,0.56,28,Atlanta FaZe,96,winner,AFNYSW2M2, Hydro,Hardpoint,9:51,Atlanta FaZe,,,,,
4,KiSMET,22,17,1.29,111,New York Subliners,250,loser,AFNYSW2M2, Hydro,Hardpoint,9:51,Atlanta FaZe,,,,,
5,Priestahh,31,11,2.82,51,New York Subliners,250,loser,AFNYSW2M2, Hydro,Hardpoint,9:51,Atlanta FaZe,,,,,
6,Skyz,17,17,1.00,93,New York Subliners,250,loser,AFNYSW2M2, Hydro,Hardpoint,9:51,Atlanta FaZe,,,,,
7,HyDra,19,18,1.06,18,New York Subliners,250,loser,AFNYSW2M2, Hydro,Hardpoint,9:51,Atlanta FaZe,,,,,
