index,player,kills,deaths,kd,hill_time,team_name,team_score,map_outcome,matchID,map_winner,mode,gametime,match_winner,first_kill,first_death,plant,defuse,captures
0,Sib,14,10,1.40,37,Seattle Surge,250,loser,SSLRRW2M1, Hotel,Hardpoint,6:42,Seattle Surge,,,,,
1,Accuracy,13,8,1.63,180,Seattle Surge,250,loser,SSLRRW2M1, Hotel,Hardpoint,6:42,Seattle Surge,,,,,
2,Mack,18,15,1.20,57,Seattle Surge,250,loser,SSLRRW2M1, Hotel,Hardpoint,6:42,Seattle Surge,,,,,
3,Pred,28,10,2.80,23,Seattle Surge,250,loser,SSLRRW2M1, Hotel,Hardpoint,6:42,Seattle Surge,,,,,
4,Zer0,8,17,0.47,25,London Royal Ravens,68,winner,SSLRRW2M1, Hotel,Hardpoint,6:42,Seattle Surge,,,,,
5,Nastie,9,20,0.45,7,London Royal Ravens,68,winner,SSLRRW2M1, Hotel,Hardpoint,6:42,Seattle Surge,,,,,
6,Asim,14,17,0.82,16,London Royal Ravens,68,winner,SSLRRW2M1, Hotel,Hardpoint,6:42,Seattle Surge,,,,,
7,PaulEhx,12,19,0.63,31,London Royal Ravens,68,winner,SSLRRW2M1, Hotel,Hardpoint,6:42,Seattle Surge,,,,,
0,Sib,6,9,0.67,,Seattle Surge,4,loser,SSLRRW2M1, Mercado,SearchandDestroy,12:11,Seattle Surge,0,2,0,0,
1,Accuracy,7,8,0.88,,Seattle Surge,4,loser,SSLRRW2M1, Mercado,SearchandDestroy,12:11,Seattle Surge,2,1,1,0,
2,Mack,4,7,0.56,,Seattle Surge,4,loser,SSLRRW2M1, Mercado,SearchandDestroy,12:11,Seattle Surge,0,1,2,0,
3,Pred,6,8,0.75,,Seattle Surge,4,loser,SSLRRW2M1, Mercado,SearchandDestroy,12:11,Seattle Surge,2,2,0,0,
4,Zer0,11,3,3.67,,London Royal Ravens,6,winner,SSLRRW2M1, Mercado,SearchandDestroy,12:11,Seattle Surge,2,0,0,1,
5,Nastie,6,7,0.86,,London Royal Ravens,6,winner,SSLRRW2M1, Mercado,SearchandDestroy,12:11,Seattle Surge,1,1,0,1,
