index,player,kills,deaths,kd,hill_time,team_name,team_score,map_outcome,matchID,map_winner,mode,gametime,match_winner,first_kill,first_death,plant,defuse,captures
6,MajorManiak,9,7,1.29,,Florida Mutineers,6,winner,LRRFMW3M2, Fortress,SearchandDestroy,11:27,London Royal Ravens,2,1,1,0,
7,Davpadie,8,4,2.00,,Florida Mutineers,6,winner,LRRFMW3M2, Fortress,SearchandDestroy,11:27,London Royal Ravens,2,0,0,2,
0,PaulEhx,19,18,1.06,,London Royal Ravens,2,loser,LRRFMW3M2, Hotel,Control,13:31,London Royal Ravens,,,,,7
1,Nastie,18,22,0.82,,London Royal Ravens,2,loser,LRRFMW3M2, Hotel,Control,13:31,London Royal Ravens,,,,,4
2,Asim,19,21,0.90,,London Royal Ravens,2,loser,LRRFMW3M2, Hotel,Control,13:31,London Royal Ravens,,,,,5
3,Skrapz,13,16,0.81,,London Royal Ravens,2,loser,LRRFMW3M2, Hotel,Control,13:31,London Royal Ravens,,,,,8
4,Vikul,22,20,1.10,,Florida Mutineers,3,winner,LRRFMW3M2, Hotel,Control,13:31,London Royal Ravens,,,,,6
5,Havok,16,17,0.94,,Florida Mutineers,3,winner,LRRFMW3M2, Hotel,Control,13:31,London Royal Ravens,,,,,4
6,MajorManiak,16,14,1.13,,Florida Mutineers,3,winner,LRRFMW3M2, Hotel,Control,13:31,London Royal Ravens,,,,,4
7,Davpadie,23,18,1.28,,Florida Mutineers,3,winner,LRRFMW3M2, Hotel,Control,13:31,London Royal Ravens,,,,,5
0,PaulEhx,18,19,0.95,81,London Royal Ravens,250,winner,LRRFMW3M2, Hotel,Hardpoint,9:01,London Royal Ravens,,,,,
1,Nastie,23,14,1.64,75,London Royal Ravens,250,winner,LRRFMW3M2, Hotel,Hardpoint,9:01,London Royal Ravens,,,,,
2,Asim,19,19,1.00,25,London Royal Ravens,250,winner,LRRFMW3M2, Hotel,Hardpoint,9:01,London Royal Ravens,,,,,
3,Skrapz,14,11,1.27,167,London Royal Ravens,250,winner,LRRFMW3M2, Hotel,Hardpoint,9:01,London Royal Ravens,,,,,
4,Vikul,17,22,0.77,41,Florida Mutineers,170,loser,LRRFMW3M2, Hotel,Hardpoint,9:01,London Royal Ravens,,,,,
5,Havok,17,20,0.85,37,Florida Mutineers,170,loser,LRRFMW3M2, Hotel,Hardpoint,9:01,London Royal Ravens,,,,,
6,MajorManiak,16,14,1.13,88,Florida Mutineers,170,loser,LRRFMW3M2, Hotel,Hardpoint,9:01,London Royal Ravens,,,,,
7,Davpadie,13,18,0.72,34,Florida Mutineers,170,loser,LRRFMW3M2, Hotel,Hardpoint,9:01,London Royal Ravens,,,,,
0,PaulEhx,2,7,0.28,,London Royal Ravens,2,loser,LRRFMW3M2, Embassy,SearchandDestroy,9:30,London Royal Ravens,1,1,0,0,
1,Nastie,1,7,0.14,,London Royal Ravens,2,loser,LRRFMW3M2, Embassy,SearchandDestroy,9:30,London Royal Ravens,1,2,0,0,
2,Asim,5,7,0.71,,London Royal Ravens,2,loser,LRRFMW3M2, Embassy,SearchandDestroy,9:30,London Royal Ravens,1,0,0,0,
3,Skrapz,7,6,1.17,,London Royal Ravens,2,loser,LRRFMW3M2, Embassy,SearchandDestroy,9:30,London Royal Ravens,1,0,2,0,
4,Vikul,5,4,1.25,,Florida Mutineers,6,winner,LRRFMW3M2, Embassy,SearchandDestroy,9:30,London Royal Ravens,0,1,2,0,
5,Havok,10,2,5.00,,Florida Mutineers,6,winner,LRRFMW3M2, Embassy,SearchandDestroy,9:30,London Royal Ravens,3,0,0,0,
6,MajorManiak,5,5,1.00,,Florida Mutineers,6,winner,LRRFMW3M2, Embassy,SearchandDestroy,9:30,London Royal Ravens,0,2,0,0,
7,Davpadie,7,4,1.75,,Florida Mutineers,6,winner,LRRFMW3M2, Embassy,SearchandDestroy,9:30,London Royal Ravens,1,2,1,1,
0,KiSMET,22,27,0.81,86,Las Vegas Legion,226,loser,LVLNYSW3M2, Hotel,Hardpoint,11:00,Las Vegas Legion,,,,,
1,Priestahh,26,20,1.30,74,Las Vegas Legion,226,loser,LVLNYSW3M2, Hotel,Hardpoint,11:00,Las Vegas Legion,,,,,
2,Skyz,22,19,1.15,70,Las Vegas Legion,226,loser,LVLNYSW3M2, Hotel,Hardpoint,11:00,Las Vegas Legion,,,,,
3,HyDra,27,23,1.17,52,Las Vegas Legion,226,loser,LVLNYSW3M2, Hotel,Hardpoint,11:00,Las Vegas Legion,,,,,
4,Temp,14,24,0.57,47,New York Subliners,250,winner,LVLNYSW3M2, Hotel,Hardpoint,11:00,Las Vegas Legion,,,,,
5,Clayster,23,27,0.85,77,New York Subliners,250,winner,LVLNYSW3M2, Hotel,Hardpoint,11:00,Las Vegas Legion,,,,,
6,TJHaLy,27,20,1.35,90,New York Subliners,250,winner,LVLNYSW3M2, Hotel,Hardpoint,11:00,Las Vegas Legion,,,,,
7,Prolute,25,26,0.96,84,New York Subliners,250,winner,LVLNYSW3M2, Hotel,Hardpoint,11:00,Las Vegas Legion,,,,,
0,KiSMET,7,5,1.40,,Las Vegas Legion,2,loser,LVLNYSW3M2, El Asilo,SearchandDestroy,8:32,Las Vegas Legion,2,1,1,0,
1,Priestahh,4,5,0.80,,Las Vegas Legion,2,loser,LVLNYSW3M2, El Asilo,SearchandDestroy,8:32,Las Vegas Legion,2,0,0,0,
2,Skyz,5,2,2.50,,Las Vegas Legion,2,loser,LVLNYSW3M2, El Asilo,SearchandDestroy,8:32,Las Vegas Legion,1,0,2,0,
3,HyDra,11,4,2.75,,Las Vegas Legion,2,loser,LVLNYSW3M2, El Asilo,SearchandDestroy,8:32,Las Vegas Legion,2,0,0,0,
4,Temp,4,7,0.56,,New York Subliners,6,winner,LVLNYSW3M2, El Asilo,SearchandDestroy,8:32,Las Vegas Legion,0,2,0,0,
5,Clayster,5,7,0.71,,New York Subliners,6,winner,LVLNYSW3M2, El Asilo,SearchandDestroy,8:32,Las Vegas Legion,0,1,0,0,
6,TJHaLy,5,6,0.83,,New York Subliners,6,winner,LVLNYSW3M2, El Asilo,SearchandDestroy,8:32,Las Vegas Legion,1,1,0,0,
7,Prolute,2,7,0.28,,New York Subliners,6,winner,LVLNYSW3M2, El Asilo,SearchandDestroy,8:32,Las Vegas Legion,0,3,1,0,
0,KiSMET,20,18,1.11,,Las Vegas Legion,0,loser,LVLNYSW3M2, Hotel,Control,9:38,Las Vegas Legion,,,,,6
1,Priestahh,18,15,1.20,,Las Vegas Legion,0,loser,LVLNYSW3M2, Hotel,Control,9:38,Las Vegas Legion,,,,,3
2,Skyz,19,15,1.27,,Las Vegas Legion,0,loser,LVLNYSW3M2, Hotel,Control,9:38,Las Vegas Legion,,,,,9
3,HyDra,18,16,1.12,,Las Vegas Legion,0,loser,LVLNYSW3M2, Hotel,Control,9:38,Las Vegas Legion,,,,,2
4,Temp,19,15,1.27,,New York Subliners,3,winner,LVLNYSW3M2, Hotel,Control,9:38,Las Vegas Legion,,,,,1
5,Clayster,12,22,0.55,,New York Subliners,3,winner,LVLNYSW3M2, Hotel,Control,9:38,Las Vegas Legion,,,,,2
6,TJHaLy,17,21,0.81,,New York Subliners,3,winner,LVLNYSW3M2, Hotel,Control,9:38,Las Vegas Legion,,,,,0
7,Prolute,16,17,0.94,,New York Subliners,3,winner,LVLNYSW3M2, Hotel,Control,9:38,Las Vegas Legion,,,,,1
0,Assault,32,23,1.39,36,Los Angeles Guerrillas,250,winner,LAGAFW3M2, Embassy,Hardpoint,12:22,Los Angeles Guerrillas,,,,,
1,Exceed,28,27,1.04,102,Los Angeles Guerrillas,250,winner,LAGAFW3M2, Embassy,Hardpoint,12:22,Los Angeles Guerrillas,,,,,
2,JoeDeceives,27,34,0.79,57,Los Angeles Guerrillas,250,winner,LAGAFW3M2, Embassy,Hardpoint,12:22,Los Angeles Guerrillas,,,,,
3,Arcitys,24,28,0.86,72,Los Angeles Guerrillas,250,winner,LAGAFW3M2, Embassy,Hardpoint,12:22,Los Angeles Guerrillas,,,,,
4,Cellium,35,23,1.52,47,Atlanta FaZe,233,loser,LAGAFW3M2, Embassy,Hardpoint,12:22,Los Angeles Guerrillas,,,,,
5,Simp,25,33,0.76,47,Atlanta FaZe,233,loser,LAGAFW3M2, Embassy,Hardpoint,12:22,Los Angeles Guerrillas,,,,,
6,aBeZy,26,21,1.24,77,Atlanta FaZe,233,loser,LAGAFW3M2, Embassy,Hardpoint,12:22,Los Angeles Guerrillas,,,,,
7,SlasheR,26,24,1.08,92,Atlanta FaZe,233,loser,LAGAFW3M2, Embassy,Hardpoint,12:22,Los Angeles Guerrillas,,,,,
0,Assault,5,7,0.71,,Los Angeles Guerrillas,6,winner,LAGAFW3M2, Hotel,SearchandDestroy,8:16,Los Angeles Guerrillas,2,0,0,0,
1,Exceed,6,4,1.50,,Los Angeles Guerrillas,6,winner,LAGAFW3M2, Hotel,SearchandDestroy,8:16,Los Angeles Guerrillas,2,2,0,1,
2,JoeDeceives,7,4,1.75,,Los Angeles Guerrillas,6,winner,LAGAFW3M2, Hotel,SearchandDestroy,8:16,Los Angeles Guerrillas,1,1,4,0,
3,Arcitys,6,2,3.00,,Los Angeles Guerrillas,6,winner,LAGAFW3M2, Hotel,SearchandDestroy,8:16,Los Angeles Guerrillas,0,0,0,0,
4,Cellium,4,6,0.67,,Atlanta FaZe,2,loser,LAGAFW3M2, Hotel,SearchandDestroy,8:16,Los Angeles Guerrillas,0,1,0,0,
5,Simp,6,6,1.00,,Atlanta FaZe,2,loser,LAGAFW3M2, Hotel,SearchandDestroy,8:16,Los Angeles Guerrillas,1,1,0,0,
6,aBeZy,4,6,0.67,,Atlanta FaZe,2,loser,LAGAFW3M2, Hotel,SearchandDestroy,8:16,Los Angeles Guerrillas,1,1,1,0,
7,SlasheR,3,6,0.50,,Atlanta FaZe,2,loser,LAGAFW3M2, Hotel,SearchandDestroy,8:16,Los Angeles Guerrillas,1,2,0,0,
0,Assault,9,14,0.64,,Los Angeles Guerrillas,1,loser,LAGAFW3M2, El Asilo,Control,6:32,Los Angeles Guerrillas,,,,,0
1,Exceed,8,16,0.50,,Los Angeles Guerrillas,1,loser,LAGAFW3M2, El Asilo,Control,6:32,Los Angeles Guerrillas,,,,,0
2,JoeDeceives,11,18,0.61,,Los Angeles Guerrillas,1,loser,LAGAFW3M2, El Asilo,Control,6:32,Los Angeles Guerrillas,,,,,0
3,Arcitys,7,14,0.50,,Los Angeles Guerrillas,1,loser,LAGAFW3M2, El Asilo,Control,6:32,Los Angeles Guerrillas,,,,,0
4,Cellium,13,8,1.63,,Atlanta FaZe,3,winner,LAGAFW3M2, El Asilo,Control,6:32,Los Angeles Guerrillas,,,,,3
5,Simp,15,12,1.25,,Atlanta FaZe,3,winner,LAGAFW3M2, El Asilo,Control,6:32,Los Angeles Guerrillas,,,,,5
6,aBeZy,27,8,3.38,,Atlanta FaZe,3,winner,LAGAFW3M2, El Asilo,Control,6:32,Los Angeles Guerrillas,,,,,3
7,SlasheR,7,7,1.00,,Atlanta FaZe,3,winner,LAGAFW3M2, El Asilo,Control,6:32,Los Angeles Guerrillas,,,,,2
0,Assault,16,18,0.89,0,Los Angeles Guerrillas,102,loser,LAGAFW3M2, Mercado,Hardpoint,7:53,Los Angeles Guerrillas,,,,,
1,Exceed,14,17,0.82,29,Los Angeles Guerrillas,102,loser,LAGAFW3M2, Mercado,Hardpoint,7:53,Los Angeles Guerrillas,,,,,
2,JoeDeceives,10,17,0.59,55,Los Angeles Guerrillas,102,loser,LAGAFW3M2, Mercado,Hardpoint,7:53,Los Angeles Guerrillas,,,,,
3,Arcitys,6,19,0.32,35,Los Angeles Guerrillas,102,loser,LAGAFW3M2, Mercado,Hardpoint,7:53,Los Angeles Guerrillas,,,,,
4,Cellium,26,10,2.60,29,Atlanta FaZe,250,winner,LAGAFW3M2, Mercado,Hardpoint,7:53,Los Angeles Guerrillas,,,,,
5,Simp,11,12,0.92,51,Atlanta FaZe,250,winner,LAGAFW3M2, Mercado,Hardpoint,7:53,Los Angeles Guerrillas,,,,,
6,aBeZy,20,14,1.43,99,Atlanta FaZe,250,winner,LAGAFW3M2, Mercado,Hardpoint,7:53,Los Angeles Guerrillas,,,,,
7,SlasheR,14,10,1.40,96,Atlanta FaZe,250,winner,LAGAFW3M2, Mercado,Hardpoint,7:53,Los Angeles Guerrillas,,,,,
0,Assault,9,8,1.12,,Los Angeles Guerrillas,5,loser,LAGAFW3M2, El Asilo,SearchandDestroy,11:20,Los Angeles Guerrillas,2,1,0,0,
1,Exceed,4,10,0.40,,Los Angeles Guerrillas,5,loser,LAGAFW3M2, El Asilo,SearchandDestroy,11:20,Los Angeles Guerrillas,0,3,0,0,
2,JoeDeceives,9,7,1.29,,Los Angeles Guerrillas,5,loser,LAGAFW3M2, El Asilo,SearchandDestroy,11:20,Los Angeles Guerrillas,0,3,3,1,
3,Arcitys,10,8,1.25,,Los Angeles Guerrillas,5,loser,LAGAFW3M2, El Asilo,SearchandDestroy,11:20,Los Angeles Guerrillas,1,1,0,0,
4,Cellium,7,8,0.88,,Atlanta FaZe,6,winner,LAGAFW3M2, El Asilo,SearchandDestroy,11:20,Los Angeles Guerrillas,2,1,0,0,
5,Simp,8,9,0.89,,Atlanta FaZe,6,winner,LAGAFW3M2, El Asilo,SearchandDestroy,11:20,Los Angeles Guerrillas,2,1,3,0,
6,aBeZy,7,8,0.88,,Atlanta FaZe,6,winner,LAGAFW3M2, El Asilo,SearchandDestroy,11:20,Los Angeles Guerrillas,1,0,1,0,
7,SlasheR,11,7,1.57,,Atlanta FaZe,6,winner,LAGAFW3M2, El Asilo,SearchandDestroy,11:20,Los Angeles Guerrillas,3,1,0,0,
0,Scrappy,22,26,0.85,71,Toronto Ultra,219,loser,TULAGW3M2, Hotel,Hardpoint,10:32,Toronto Ultra,,,,,
1,Insight,16,17,0.94,112,Toronto Ultra,219,loser,TULAGW3M2, Hotel,Hardpoint,10:32,Toronto Ultra,,,,,
2,CleanX,26,24,1.08,29,Toronto Ultra,219,loser,TULAGW3M2, Hotel,Hardpoint,10:32,Toronto Ultra,,,,,
3,Standy,22,24,0.92,61,Toronto Ultra,219,loser,TULAGW3M2, Hotel,Hardpoint,10:32,Toronto Ultra,,,,,
4,Assault,23,17,1.35,106,Los Angeles Guerrillas,250,winner,TULAGW3M2, Hotel,Hardpoint,10:32,Toronto Ultra,,,,,
5,Exceed,26,27,0.96,46,Los Angeles Guerrillas,250,winner,TULAGW3M2, Hotel,Hardpoint,10:32,Toronto Ultra,,,,,
6,JoeDeceives,20,22,0.91,113,Los Angeles Guerrillas,250,winner,TULAGW3M2, Hotel,Hardpoint,10:32,Toronto Ultra,,,,,
7,Arcitys,22,20,1.10,36,Los Angeles Guerrillas,250,winner,TULAGW3M2, Hotel,Hardpoint,10:32,Toronto Ultra,,,,,
0,Scrappy,6,7,0.86,,Toronto Ultra,6,winner,TULAGW3M2, Mercado,SearchandDestroy,10:23,Toronto Ultra,1,1,0,0,
1,Insight,5,7,0.71,,Toronto Ultra,6,winner,TULAGW3M2, Mercado,SearchandDestroy,10:23,Toronto Ultra,0,0,0,0,
2,CleanX,12,7,1.71,,Toronto Ultra,6,winner,TULAGW3M2, Mercado,SearchandDestroy,10:23,Toronto Ultra,3,2,2,0,
3,Standy,9,6,1.50,,Toronto Ultra,6,winner,TULAGW3M2, Mercado,SearchandDestroy,10:23,Toronto Ultra,2,2,2,0,
4,Assault,7,8,0.88,,Los Angeles Guerrillas,4,loser,TULAGW3M2, Mercado,SearchandDestroy,10:23,Toronto Ultra,2,1,0,0,
5,Exceed,8,7,1.13,,Los Angeles Guerrillas,4,loser,TULAGW3M2, Mercado,SearchandDestroy,10:23,Toronto Ultra,0,0,0,0,
6,JoeDeceives,3,8,0.38,,Los Angeles Guerrillas,4,loser,TULAGW3M2, Mercado,SearchandDestroy,10:23,Toronto Ultra,0,2,2,0,
7,Arcitys,9,9,1.00,,Los Angeles Guerrillas,4,loser,TULAGW3M2, Mercado,SearchandDestroy,10:23,Toronto Ultra,2,2,0,0,
0,Scrappy,14,10,1.40,,Toronto Ultra,3,winner,TULAGW3M2, Hotel,Control,6:18,Toronto Ultra,,,,,6
1,Insight,11,5,2.20,,Toronto Ultra,3,winner,TULAGW3M2, Hotel,Control,6:18,Toronto Ultra,,,,,6
2,CleanX,18,8,2.25,,Toronto Ultra,3,winner,TULAGW3M2, Hotel,Control,6:18,Toronto Ultra,,,,,9
3,Standy,13,7,1.86,,Toronto Ultra,3,winner,TULAGW3M2, Hotel,Control,6:18,Toronto Ultra,,,,,7
4,Assault,6,14,0.43,,Los Angeles Guerrillas,0,loser,TULAGW3M2, Hotel,Control,6:18,Toronto Ultra,,,,,4
5,Exceed,8,13,0.62,,Los Angeles Guerrillas,0,loser,TULAGW3M2, Hotel,Control,6:18,Toronto Ultra,,,,,0
6,JoeDeceives,10,16,0.63,,Los Angeles Guerrillas,0,loser,TULAGW3M2, Hotel,Control,6:18,Toronto Ultra,,,,,3
7,Arcitys,6,13,0.46,,Los Angeles Guerrillas,0,loser,TULAGW3M2, Hotel,Control,6:18,Toronto Ultra,,,,,1
0,Scrappy,18,15,1.20,65,Toronto Ultra,250,loser,TULAGW3M2, Hydro,Hardpoint,8:41,Toronto Ultra,,,,,
1,Insight,16,17,0.94,103,Toronto Ultra,250,loser,TULAGW3M2, Hydro,Hardpoint,8:41,Toronto Ultra,,,,,
2,CleanX,23,19,1.21,20,Toronto Ultra,250,loser,TULAGW3M2, Hydro,Hardpoint,8:41,Toronto Ultra,,,,,
3,Standy,22,14,1.57,74,Toronto Ultra,250,loser,TULAGW3M2, Hydro,Hardpoint,8:41,Toronto Ultra,,,,,
4,Assault,15,20,0.75,27,Los Angeles Guerrillas,88,winner,TULAGW3M2, Hydro,Hardpoint,8:41,Toronto Ultra,,,,,
5,Exceed,17,22,0.77,4,Los Angeles Guerrillas,88,winner,TULAGW3M2, Hydro,Hardpoint,8:41,Toronto Ultra,,,,,
6,JoeDeceives,19,17,1.12,61,Los Angeles Guerrillas,88,winner,TULAGW3M2, Hydro,Hardpoint,8:41,Toronto Ultra,,,,,
7,Arcitys,14,20,0.70,4,Los Angeles Guerrillas,88,winner,TULAGW3M2, Hydro,Hardpoint,8:41,Toronto Ultra,,,,,
0,Temp,14,18,0.78,142,Las Vegas Legion,250,winner,LVLOTW3M2, Mercado,Hardpoint,11:17,Las Vegas Legion,,,,,
1,Clayster,28,20,1.40,44,Las Vegas Legion,250,winner,LVLOTW3M2, Mercado,Hardpoint,11:17,Las Vegas Legion,,,,,
2,TJHaLy,29,21,1.38,54,Las Vegas Legion,250,winner,LVLOTW3M2, Mercado,Hardpoint,11:17,Las Vegas Legion,,,,,
3,Prolute,19,27,0.70,41,Las Vegas Legion,250,winner,LVLOTW3M2, Mercado,Hardpoint,11:17,Las Vegas Legion,,,,,
4,iLLeY,21,21,1.00,86,OpTic Texas,228,loser,LVLOTW3M2, Mercado,Hardpoint,11:17,Las Vegas Legion,,,,,
5,Shotzzy,22,25,0.88,46,OpTic Texas,228,loser,LVLOTW3M2, Mercado,Hardpoint,11:17,Las Vegas Legion,,,,,
6,Dashy,23,23,1.00,60,OpTic Texas,228,loser,LVLOTW3M2, Mercado,Hardpoint,11:17,Las Vegas Legion,,,,,
7,Huke,20,21,0.95,54,OpTic Texas,228,loser,LVLOTW3M2, Mercado,Hardpoint,11:17,Las Vegas Legion,,,,,
0,Temp,3,9,0.33,,Las Vegas Legion,4,loser,LVLOTW3M2, Mercado,SearchandDestroy,9:24,Las Vegas Legion,0,2,0,0,
1,Clayster,3,6,0.50,,Las Vegas Legion,4,loser,LVLOTW3M2, Mercado,SearchandDestroy,9:24,Las Vegas Legion,0,2,0,0,
2,TJHaLy,9,7,1.29,,Las Vegas Legion,4,loser,LVLOTW3M2, Mercado,SearchandDestroy,9:24,Las Vegas Legion,2,2,0,1,
3,Prolute,10,7,1.43,,Las Vegas Legion,4,loser,LVLOTW3M2, Mercado,SearchandDestroy,9:24,Las Vegas Legion,2,0,0,0,
4,iLLeY,7,5,1.40,,OpTic Texas,6,winner,LVLOTW3M2, Mercado,SearchandDestroy,9:24,Las Vegas Legion,1,1,0,0,
5,Shotzzy,9,7,1.29,,OpTic Texas,6,winner,LVLOTW3M2, Mercado,SearchandDestroy,9:24,Las Vegas Legion,1,1,0,0,
6,Dashy,9,6,1.50,,OpTic Texas,6,winner,LVLOTW3M2, Mercado,SearchandDestroy,9:24,Las Vegas Legion,2,0,0,0,
7,Huke,4,7,0.56,,OpTic Texas,6,winner,LVLOTW3M2, Mercado,SearchandDestroy,9:24,Las Vegas Legion,2,2,2,0,
0,Temp,28,23,1.22,,Las Vegas Legion,3,winner,LVLOTW3M2, Hotel,Control,13:31,Las Vegas Legion,,,,,6
1,Clayster,18,19,0.95,,Las Vegas Legion,3,winner,LVLOTW3M2, Hotel,Control,13:31,Las Vegas Legion,,,,,4
2,TJHaLy,17,25,0.68,,Las Vegas Legion,3,winner,LVLOTW3M2, Hotel,Control,13:31,Las Vegas Legion,,,,,6
3,Prolute,25,23,1.09,,Las Vegas Legion,3,winner,LVLOTW3M2, Hotel,Control,13:31,Las Vegas Legion,,,,,8
4,iLLeY,15,20,0.75,,OpTic Texas,2,loser,LVLOTW3M2, Hotel,Control,13:31,Las Vegas Legion,,,,,5
5,Shotzzy,28,26,1.08,,OpTic Texas,2,loser,LVLOTW3M2, Hotel,Control,13:31,Las Vegas Legion,,,,,4
6,Dashy,22,22,1.00,,OpTic Texas,2,loser,LVLOTW3M2, Hotel,Control,13:31,Las Vegas Legion,,,,,9
7,Huke,25,20,1.25,,OpTic Texas,2,loser,LVLOTW3M2, Hotel,Control,13:31,Las Vegas Legion,,,,,5
0,Temp,28,15,1.87,6,Las Vegas Legion,250,winner,LVLOTW3M2, Hydro,Hardpoint,10:07,Las Vegas Legion,,,,,
1,Clayster,17,17,1.00,97,Las Vegas Legion,250,winner,LVLOTW3M2, Hydro,Hardpoint,10:07,Las Vegas Legion,,,,,
2,TJHaLy,21,21,1.00,51,Las Vegas Legion,250,winner,LVLOTW3M2, Hydro,Hardpoint,10:07,Las Vegas Legion,,,,,
3,Prolute,21,18,1.17,107,Las Vegas Legion,250,winner,LVLOTW3M2, Hydro,Hardpoint,10:07,Las Vegas Legion,,,,,
4,iLLeY,15,23,0.65,27,OpTic Texas,173,loser,LVLOTW3M2, Hydro,Hardpoint,10:07,Las Vegas Legion,,,,,
5,Shotzzy,14,23,0.61,55,OpTic Texas,173,loser,LVLOTW3M2, Hydro,Hardpoint,10:07,Las Vegas Legion,,,,,
6,Dashy,28,18,1.56,24,OpTic Texas,173,loser,LVLOTW3M2, Hydro,Hardpoint,10:07,Las Vegas Legion,,,,,
7,Huke,14,23,0.61,79,OpTic Texas,173,loser,LVLOTW3M2, Hydro,Hardpoint,10:07,Las Vegas Legion,,,,,
0,Vikul,24,23,1.04,151,Florida Mutineers,250,winner,FMBBW3M2, Hydro,Hardpoint,12:56,Florida Mutineers,,,,,
1,Havok,33,20,1.65,46,Florida Mutineers,250,winner,FMBBW3M2, Hydro,Hardpoint,12:56,Florida Mutineers,,,,,
2,MajorManiak,20,20,1.00,35,Florida Mutineers,250,winner,FMBBW3M2, Hydro,Hardpoint,12:56,Florida Mutineers,,,,,
3,Davpadie,25,24,1.04,43,Florida Mutineers,250,winner,FMBBW3M2, Hydro,Hardpoint,12:56,Florida Mutineers,,,,,
4,Vivid,32,27,1.19,39,Boston Breach,247,loser,FMBBW3M2, Hydro,Hardpoint,12:56,Florida Mutineers,,,,,
5,Methodz,13,25,0.52,83,Boston Breach,247,loser,FMBBW3M2, Hydro,Hardpoint,12:56,Florida Mutineers,,,,,
6,Owakening,22,21,1.05,72,Boston Breach,247,loser,FMBBW3M2, Hydro,Hardpoint,12:56,Florida Mutineers,,,,,
7,Nero,20,29,0.69,53,Boston Breach,247,loser,FMBBW3M2, Hydro,Hardpoint,12:56,Florida Mutineers,,,,,
0,Vikul,7,5,1.40,,Florida Mutineers,2,loser,FMBBW3M2, Embassy,SearchandDestroy,10:15,Florida Mutineers,1,2,1,0,
1,Havok,6,6,1.00,,Florida Mutineers,2,loser,FMBBW3M2, Embassy,SearchandDestroy,10:15,Florida Mutineers,0,3,1,0,
2,MajorManiak,3,7,0.43,,Florida Mutineers,2,loser,FMBBW3M2, Embassy,SearchandDestroy,10:15,Florida Mutineers,1,0,0,0,
3,Davpadie,5,7,0.71,,Florida Mutineers,2,loser,FMBBW3M2, Embassy,SearchandDestroy,10:15,Florida Mutineers,1,0,0,0,
4,Vivid,7,7,1.00,,Boston Breach,6,winner,FMBBW3M2, Embassy,SearchandDestroy,10:15,Florida Mutineers,1,2,0,0,
5,Methodz,8,4,2.00,,Boston Breach,6,winner,FMBBW3M2, Embassy,SearchandDestroy,10:15,Florida Mutineers,2,0,0,1,
6,Owakening,5,5,1.00,,Boston Breach,6,winner,FMBBW3M2, Embassy,SearchandDestroy,10:15,Florida Mutineers,0,1,1,1,
7,Nero,5,5,1.00,,Boston Breach,6,winner,FMBBW3M2, Embassy,SearchandDestroy,10:15,Florida Mutineers,2,0,1,0,
0,Vikul,15,21,0.71,,Florida Mutineers,1,loser,FMBBW3M2, El Asilo,Control,11:56,Florida Mutineers,,,,,4
1,Havok,24,20,1.20,,Florida Mutineers,1,loser,FMBBW3M2, El Asilo,Control,11:56,Florida Mutineers,,,,,1
2,MajorManiak,11,21,0.52,,Florida Mutineers,1,loser,FMBBW3M2, El Asilo,Control,11:56,Florida Mutineers,,,,,2
